Gene,STS001,STS002,STS003,STS004,STS005,STS006,STS007,STS008,STS009,STS010,STS011,STS012,STS013,STS014,STS015,STS016,STS017,STS018,STS019,STS020,STS021,STS022,STS023,STS024,STS025,STS026,STS027,STS028,STS029,STS030,STS031,STS032,STS033,STS034,STS035,STS036,STS037,STS038,STS039,STS040,STS041,STS042,STS043,STS044,STS045,STS046,STS047,STS048,STS049,STS050,STS051,STS052,STS053,STS054,STS055,STS056,STS057,STS058,STS059,STS060,STS061,STS062,STS063,STS064,STS065,STS066,STS067,STS068,STS069,STS070,STS071,STS072,STS073,STS074,STS075,STS076,STS077,STS078,STS079,STS080,STS081,STS082,STS083,STS084,STS085,STS086,STS087,STS088,STS089,STS090,STS091,STS092,STS093,STS094,STS095,STS096,STS097,STS098,STS099,STS100,STS101,STS102,STS103,STS104,STS105,STS106,STS107,STS108,STS109,STS110,STS111,STS112,STS113,STS114,STS115,STS116,STS117,STS118,STS119,STS120,STS121,STS122,STS123,STS124,STS125,STS126,STS127,STS128,STS129,STS130,STS131,STS132,STS133,STS134,STS135,STS136,STS137,STS138,STS139,STS140,STS141,STS142,STS143,STS144,STS145,STS146,STS147,STS148,STS149,STS150,STS151,STS152,STS153,STS154,STS155,STS156,STS157,STS158,STS159,STS160,STS161,STS162,STS163,STS164,STS165,STS166,STS167,STS168,STS169,STS170,STS171,STS172,STS173,STS174,STS175,STS176,STS177,STS178,STS179,STS180,STS181,STS182,STS183,STS184,STS185,STS186,STS187,STS188,STS189,STS190,STS191,STS192,STS193,STS194,STS195,STS196,STS197,STS198,STS199,STS200,STS201,STS202,STS203,STS204,STS205,STS206,STS207,STS208,STS209,STS210,STS211,STS212,STS213,STS214,STS215,STS216,STS217,STS218,STS219,STS220,STS221,STS222,STS223,STS224,STS225,STS226,STS227,STS228,STS229,STS230,STS231,STS232,STS233,STS234,STS235,STS236,STS237,STS238,STS239,STS240,STS241,STS242,STS243,STS244,STS245,STS246,STS247,STS248,STS249,STS250,STS251,STS252,STS253,STS254,STS255,STS256,STS257,STS258,STS259,STS260,STS261,STS262,STS263,STS264,STS265,STS266,STS267,STS268,STS269,STS270,STS271,STS272,STS273,STS274,STS275,STS276,STS277,STS278,STS279,STS280,STS281,STS282,STS283,STS284,STS285,STS286,STS287,STS288,STS289,STS290,STS291,STS292,STS293,STS294,STS295,STS296,STS297,STS298,STS299,STS300,STS301,STS302,STS303,STS304,STS305,STS306,STS307,STS308,STS309
ADGRE5,-0.92929575,-1.823479317,0.979958532,-2.536330625,-1.96245107,-4.708459669,-1.580163963,-1.485631427,-1.992963182,-1.037917458,-2.114915502,-1.660424664,-2.397502303,-0.950779203,-1.138232811,-2.152302711,-0.820216404,-2.161600355,-2.464231671,-0.396527414,-0.182553556,-1.732694178,0.890745212,-1.707260068,-1.980141313,1.095298962,-3.177735852,-1.252957596,-1.742901386,-1.850778265,2.080491877,-1.788676971,-2.302042387,-0.174445287,1.555685613,-2.09972519,2.549201296,-2.462199021,-2.37890949,-2.39581868,-2.247142792,-2.129501353,-3.613852502,1.181312969,-2.240980228,-1.886863876,-1.411612262,-0.733187501,-0.524155363,0.309534824,-0.076336341,0.434239986,-0.944805845,0.20443956,-0.60705907,-3.352899228,1.427980643,0.595016368,-1.227857487,3.284438832,-1.810217387,-3.280744843,-2.228248144,-2.761701584,-0.01304173,-2.218209018,-0.521069933,0.186041751,-2.86839477,-2.730828874,0.520314033,1.133336058,-1.491794972,2.504885702,-2.293408634,0.213062283,0.709922489,-1.723442514,-0.710998512,-2.55337008,0.433458233,-0.869735682,2.641234162,-2.223216515,-1.058545227,-1.76816015,-1.688614477,-1.178977754,-3.05054464,-0.806094486,1.031965845,-1.871568309,-0.506730513,2.834968738,-0.573883006,1.061794561,-1.856418379,-2.194468629,-1.350318749,0.103416879,-1.15948301,-0.69341071,-0.16296175,3.16802555,-1.705000605,-1.968355595,3.108447193,-0.762022472,-0.372520587,-2.198001167,3.241467853,0.232743797,-0.840183217,0.516974282,-1.352370394,1.332764557,-2.668598914,0.730012138,-4.087583203,0.33232314,1.201867071,2.483663705,-0.494993287,1.140941593,-0.351502433,0.239027263,1.8401413,0.498313726,-2.49159601,-1.51178396,2.326717982,-0.160867303,2.695084613,1.946568073,0.89425308,0.824782769,0.672050467,1.339614224,-0.640282296,0.052273757,3.112654001,-0.122570944,-0.297907874,0.604377764,-1.903335034,0.045585988,-1.848923863,-1.966042942,-0.309828469,-2.728417342,0.637294108,-2.390694516,1.403546432,0.202398474,0.363765761,-1.897588392,0.477260304,1.099119862,2.554035829,2.1543808,1.887595284,0.809227986,0.738076051,-2.914087532,1.770585575,0.523636136,0.951506471,-0.595090796,0.317245427,1.163004103,0.524213775,-0.179712234,0.13127159,1.687495752,1.056867739,-0.503276634,-0.796419601,0.004523698,-0.124088376,-1.127447425,1.564739373,-0.94535435,0.963050078,-0.399102484,-0.06856583,1.05155239,2.283498307,-0.171588771,0.376784917,-1.804111555,0.185276622,0.125040472,2.585840075,1.029774231,-1.504763471,3.043601589,-2.239841548,1.747112617,-0.24501763,0.448560895,1.415592369,2.514588042,2.67396498,2.793639515,-0.002051064,1.010461009,1.659355508,2.726359937,0.808887719,1.756593085,1.978182762,-0.261701681,0.546697669,0.493418063,2.39351676,-0.323892601,-0.878943315,-1.061097587,1.641354524,2.171477401,0.69262261,0.351759439,2.540749423,-2.130870625,1.423505834,2.674023761,-0.908756021,1.244497222,-1.370393953,-1.218221994,0.193982794,0.932063059,1.23555821,-0.358992183,0.286786415,-0.135065118,-1.608466467,-0.173999047,1.39166843,-0.315189797,1.510291137,-2.406972177,0.350667635,0.387736623,1.263403286,1.49118312,-0.15401324,2.141369043,0.932932874,1.723647483,0.403515788,1.813232826,3.319123204,0.552776943,-1.397959165,0.282707725,-0.066421755,2.9724906,1.92875882,1.816227141,-1.213610688,-2.383735045,-0.259363498,1.210576061,-1.113094191,-1.351709033,1.02877979,1.471417504,0.700642509,1.788667168,0.80785848,-2.298997505,0.796937329,1.419449568,-2.258951822,1.014173834,0.220593717,0.092969341,1.760858475,-0.7764474,0.89524686,0.919662486,-0.261149189,-0.142905439,2.06683202,2.173813786,0.475418305,-0.481118166,0.542662736,0.722834874,0.151309877,-1.660847617,-1.728280771,0.064595893,1.313926839,-1.700133178,1.209940853,1.104525107,1.336297003,0.091538054,-1.467256205,-0.912305281,-1.061136978,1.107767231,0.778642151,3.078819413,-0.149005972,1.867589787,2.618639223
MYLK,0.123943338,-1.202985239,-3.248628364,-2.618006188,2.739026897,-2.836806227,-0.665590825,-2.887318534,-1.878331094,-0.570278365,-0.657187227,-1.432532389,-0.90006533,-0.608991824,-0.141683189,-0.417823296,0.190620906,-1.63314042,-0.605371824,-2.882683677,0.193985134,-1.982597631,0.546324178,-0.705775203,-2.59628779,3.55191614,-0.561404774,-1.107432159,-2.596515657,0.294232503,4.316122426,-2.493522685,-0.080836168,-1.581543746,-0.139790725,-3.788970323,4.805934054,-3.481929024,-3.659446512,-1.775196208,-0.959308418,-2.832965215,-1.846455324,0.087474036,0.427450551,-1.00000838,-2.528383848,0.222818615,-2.320668365,-3.07066335,-1.643384462,3.220487522,0.81545218,3.938573822,-2.245840355,-3.414269681,3.458349332,2.764382052,-0.536968476,4.398711035,-1.358118057,-2.118051749,-1.88969821,-2.186878643,0.96390515,-3.663188161,-0.316934035,-1.110352758,0.10666235,-0.811530148,-1.828817532,-1.626232291,-2.251633276,6.001111539,0.337228695,-1.264820457,0.643121297,-3.152168227,4.670711463,-0.735382409,0.798285056,-1.013597087,3.725012501,0.375159644,-1.168760023,0.282154161,-1.081184504,-0.481340088,-0.646089114,-0.858700159,0.80214538,-3.455080504,0.672777075,4.937236069,-3.972054269,-0.360156385,-0.969270551,-1.534878264,1.082514951,3.580607583,-2.701323102,1.968246376,-1.057694494,4.598837702,-2.505053027,-0.893522077,5.35483723,-1.270127138,-1.307657881,-2.088800445,5.459832373,4.991763415,-0.873864151,3.704892242,0.512819929,-1.520632039,0.574417849,0.808967448,-0.832155087,-0.88518163,1.917690863,3.936595884,-1.014066949,1.495026965,-1.135861778,-1.658779552,4.698652788,-1.319347171,-1.956755399,-2.946958864,4.024436647,-1.332218835,5.024693833,1.317801121,4.215004807,3.549526907,-1.106514641,4.233139792,-3.40756843,-0.603485323,3.406844128,-1.267901539,-0.054225761,5.210012329,0.89945407,-2.796012333,-0.173595345,-3.39359483,-2.006820256,-0.25439727,1.39626537,-1.317480243,3.56711971,-2.323339609,3.772444319,-0.977823233,-2.540045687,1.535627032,1.221143687,5.91287952,0.16042233,4.368252442,5.288183185,0.225356981,3.337256484,4.366930213,-0.513806423,-2.335577574,-2.973605269,-0.605362493,-3.195418974,-1.781267989,-0.447311574,4.314113929,-0.862857961,4.327177713,-3.285335171,-0.478899803,0.443267081,4.82932436,-1.95317123,-2.647189199,-0.445068071,0.448650706,1.20545451,0.946234999,3.942540716,0.018187208,-0.917449296,-0.163298996,1.559197466,-2.885663003,3.988494135,1.884333297,0.060965819,4.331417865,-2.020213172,4.462945276,1.183225959,-3.038957167,-1.668191108,4.467874599,3.513227239,4.492859597,-3.280410446,0.129659585,4.591387062,4.279539076,-2.085256412,4.796661188,4.123247086,0.468507051,-0.435571084,-0.438410867,4.853717129,4.169483239,4.350266185,-2.825374384,4.018534691,4.970301684,-0.922745717,3.838397524,-0.277406382,-0.3799517,-2.483789238,5.130659654,-1.757333637,-2.599017095,0.76526293,-1.35179183,-3.12905961,-0.78827886,4.421435599,-0.670103303,-2.491720487,1.420679406,-1.082856086,-2.260842481,3.076804463,-0.438635162,3.671397912,2.509059154,-0.123120708,0.604281455,4.426715371,0.46010679,1.736506268,5.124821178,-1.012873795,3.958457727,-0.573065916,0.993907977,4.284633344,0.189825588,-0.802090869,0.970692624,-1.185022459,4.547169736,5.197672128,4.739070749,-0.415089035,-0.748543468,-0.720727318,-0.649025628,-1.849554877,2.548165071,0.667850136,0.991335429,0.710669467,-0.172371455,-2.91516963,-0.747680037,-1.50974694,0.340166848,-3.075513211,0.15341907,-0.581966576,4.540233265,-0.47188005,0.072932766,4.187490632,1.336672524,-3.041008501,-2.206047792,2.665700142,-1.675775903,-0.086831792,-0.172669325,-0.879964194,-0.727044925,0.28330143,1.157928804,-1.436372347,-2.079730556,-1.475270421,-0.706367928,-2.934628112,2.888080527,4.748448396,-1.406192387,-0.21858295,-1.701923442,4.068450487,0.219529653,0.084530115,3.596704568,-0.933712995,5.221572702,0.015561144
CDKN2A,-1.427430206,-0.789571613,-0.736479746,-1.653639361,-0.143353316,-0.740390674,-1.360821811,-0.43305882,-3.092540517,-7.257039663,-0.422424091,-0.413535068,-0.151665069,-2.944351533,-0.940043827,-2.012834172,0.483084995,-0.12590224,-0.407403734,-5.606581236,-0.698614316,-0.945314096,-0.468786619,-0.803239563,-1.134048988,-2.425689612,-1.394878182,-2.169399145,-1.133124672,-1.623626168,0.892286698,-2.128043724,-2.127378499,-1.540173676,-1.162265154,-2.338683952,1.17232787,-0.225602573,-2.596262306,0.824555244,-0.74897587,-1.425957032,-2.388594026,-4.262824479,-0.306976671,-4.055991795,-2.628413618,-1.40701632,-0.374166718,-3.894498212,-0.579860964,-1.816827152,2.989166736,-0.314034736,2.482404317,-0.384201642,0.876415706,-2.830513588,-2.314912864,1.510253929,-0.617951192,0.326563793,-1.106784899,-1.331647776,2.466119584,-0.789454503,-0.798314959,-1.126775718,-2.519791789,-0.765071671,-1.495367053,3.240410301,0.726157182,0.380695608,-1.342431153,-1.277697139,3.741182249,-5.913032851,1.080826289,-1.809094543,-1.210908078,-0.66113188,1.198037857,-1.266547169,-1.342713415,-2.160479738,-3.245800578,-1.553801318,-0.45415714,3.989312028,-5.119792705,-0.099025675,-1.257779004,1.893250413,-5.537800684,1.409112384,-1.665150253,-2.67527055,-0.608015243,0.299102733,-2.618080164,2.496580649,-1.468400942,1.555620408,0.86342725,0.104330715,1.392075192,-1.072176929,0.07292387,-0.904221753,0.650111016,-0.677947983,-2.437135431,0.045409007,2.239386978,-0.187217853,-0.456833542,0.68020839,0.245405829,3.905303313,5.108665084,0.735074424,1.651425135,3.255313856,-5.708595489,4.486104197,-0.164417153,2.417423378,-2.726255598,2.713374752,1.12414493,-1.726725049,1.559937738,2.018150071,1.176726614,0.42760725,2.644235119,1.5104279,0.258558582,0.075417211,1.191861802,-2.227570705,-1.701800581,2.026750059,0.057426313,2.582801584,-2.704561084,-3.810857054,2.523965023,-0.57041627,2.681879181,0.054444535,-0.609396116,1.401060088,0.00469003,-1.168546382,-2.105272848,1.887545835,0.402754275,1.326892595,-1.20986368,1.005743741,1.623878501,-0.238648015,0.288163622,2.678660397,2.709102237,-4.423435727,3.632952957,0.932428327,2.834266121,-2.082714695,1.96719429,-0.575241417,1.434427473,1.573093461,-4.824024715,-2.225322589,3.126605642,1.869474008,0.794938871,-1.151503087,2.715661261,-1.288896955,-0.05160867,2.792123522,0.788144092,-4.567757702,-2.227317882,0.016727024,2.056646781,1.964812214,1.237612742,4.062932283,0.054220071,0.0863713,-3.278621274,1.529978829,1.789236063,-1.128082196,0.964522473,0.570548347,0.536557288,0.552680108,-0.064902808,1.866888384,1.117971354,1.438447316,1.810895884,0.799289523,2.008054309,2.923403763,-0.555701452,1.721472616,1.992834292,1.543847225,1.504710328,1.494534028,2.31682287,1.113423394,1.40665467,0.828857031,1.942189472,-1.756944013,2.324263322,1.632802823,0.923589657,0.317385697,-0.527479197,1.788950896,-2.310612188,4.076612826,1.749216083,1.797141758,-2.759578484,0.441592179,0.712010411,-1.097503799,-5.83176648,2.822405663,0.33419596,-0.227966872,-5.229235494,-3.498583874,1.802361769,-2.71842251,2.34599161,1.998513465,1.630009577,0.909861048,1.501975822,1.994581127,0.730413113,0.82879668,1.708097531,-2.504598004,-1.403064773,0.27267936,-0.002433517,0.519454471,2.833639826,3.032380659,-2.776890174,-0.2554295,-3.726540406,1.309182958,-0.062088196,3.516698095,-0.36462085,0.944983565,-2.973834338,-2.190935144,-1.344224128,-1.754497721,-2.955225914,0.97882437,-4.301824425,0.802139289,-1.581484433,3.202025824,0.743987609,1.339134496,-1.76188853,-3.935967487,-0.375013855,-0.679648276,0.307847863,2.778186014,-0.89397467,2.824841187,3.160344013,1.261170603,1.08275045,-0.076884314,0.525934688,-2.940595599,0.811225985,-5.583296713,1.43948725,-1.505444546,-1.789173987,1.731631496,1.396606409,1.991904648,-2.595655205,1.221429077,-1.82404792,1.178664067,-2.234877481
CDK1,-1.342062521,-1.994369467,-0.680161962,-2.414206771,-2.625420785,-4.140655399,-2.643755609,-2.188478793,-1.76428527,-1.268711242,-1.030156928,-1.924924234,-1.843386277,-1.618879297,0.329857155,-1.852182684,-2.115340417,0.323880431,0.540403101,0.770122824,-0.436139764,-1.792423394,-0.856123929,-1.208897414,-0.695243628,0.47565718,-1.425868513,-0.947810301,-1.045779187,-1.73890704,0.199819441,0.035339038,-2.674817825,-1.476683446,-2.128197628,-1.025153645,-1.039978259,-2.355937955,-0.828263446,-4.219998182,-1.28237963,-2.319120354,-0.152978282,-0.074565559,-2.383034931,-0.702226073,-1.421348894,1.326066456,-0.835399678,-0.010584905,-1.610832784,-0.167360225,-0.976319096,-0.288036873,0.235257214,-1.34109925,0.630830121,-2.760133283,-1.187184285,0.128663337,-2.828270757,-2.472468377,-0.886378339,-0.405447173,-0.071412763,0.195530208,0.644867044,0.113471882,1.054440316,-1.238500513,0.284484769,-0.536297246,0.338852483,-1.004296742,0.555654873,-1.604430125,-1.992884851,0.437229312,-0.579908085,-0.207893235,0.428107448,-0.843467998,0.062563648,-0.150881065,-1.955590622,-2.36592859,-0.939950037,-1.546762306,0.161083994,2.400771231,1.247003138,-2.087002014,-0.879596095,-0.164854632,-0.836696221,0.846837126,-1.140773665,-1.501290882,-0.189368797,1.980565634,-1.400804586,-0.191647546,-1.580374625,0.116907603,-2.588592577,-0.326305948,0.767731675,0.809324184,-1.631299059,-1.093475579,-0.648975516,-0.776598497,0.616035137,0.090607821,-0.012982776,-0.570948783,-1.995322617,-0.100553395,-1.619660071,1.717565429,-2.344683904,1.748332034,-3.106693845,-1.237289135,1.758371167,-0.172486982,0.431936039,-0.662834549,-0.871298758,0.105583194,0.693754796,1.169802699,1.071267171,0.299906865,0.390795342,-2.447295119,0.673398667,0.916079762,2.236030906,-0.768645222,-0.933767954,-0.967008792,-0.479748326,-0.87712441,2.020080041,-0.397409615,-0.015418761,-2.608796275,2.237029188,-0.742486682,0.485772456,-1.622925342,0.219879586,0.241214015,0.358655547,-1.760298766,0.5759139,0.496422459,1.576990291,0.215933359,0.468966965,-0.733086073,-0.575528492,-1.747434918,1.229158919,1.573920647,0.612508619,-0.196559836,-2.255092246,1.456677293,1.579520823,1.274108835,-0.921554547,-1.261564419,1.812851487,1.914646692,2.484442751,0.637459171,-0.155128384,0.226643983,-0.141539878,-1.03009006,-0.370824057,1.478156698,-0.92460067,0.3261718,0.915539038,-0.085555485,0.514267936,-0.28514831,3.523128041,0.206777429,0.804798039,-0.981533995,3.430654816,0.81933201,-0.923713011,0.115776754,1.184028731,1.984511018,-0.996679911,-0.233361962,0.797897975,-0.370394017,-0.10953315,2.243591684,0.283334218,2.803866578,0.209035801,1.0287374,0.169396335,0.857826901,-0.260308671,0.762537354,0.878906313,0.774858617,1.147159382,0.625205447,0.63673681,1.051183719,1.605408925,-0.065872635,-0.253221211,0.965257951,0.125171857,0.711757271,-0.878057089,0.393572407,0.191346175,0.844539713,0.546620297,-1.185226581,-0.326653052,1.392236162,0.891729672,0.116567866,1.526347163,1.539577957,0.971577418,0.902062927,-0.437221206,-0.177251769,0.833207361,-0.844206609,0.031595505,1.26272961,1.35480264,-2.240363571,0.106104669,0.015481666,0.151259875,-0.173408107,-1.887943176,-0.319556012,1.081646701,-0.581167172,0.145798547,0.782873704,-0.013289999,1.712253143,0.423758371,1.686448806,-1.648809104,-1.427922805,1.969733926,1.680070178,-0.520533649,0.574474446,0.316911995,-0.368277928,1.123218919,-3.097655202,-0.064991569,0.373994462,-0.553085827,-3.386236761,2.169946739,-0.233190794,-0.61433831,0.187994498,0.606110774,-0.843142314,1.138198777,2.048390089,0.575622546,0.500893469,1.794206273,1.086207336,0.545638795,-2.115527811,-0.533168187,1.426986299,0.183284257,1.176198052,0.331450917,0.119101367,-0.79468609,0.695780864,0.185948704,0.846221873,1.399364525,1.752291609,1.4242855,0.984746051,-0.134688465,-0.09842957,0.040423068,-0.079378297,2.091451257
MCM4,-0.869611359,-1.098869953,-0.18325907,-1.596775577,-1.028717928,-1.604772013,-1.693005252,-2.525970175,-1.13847518,-0.817624152,-1.205226196,-1.515525437,-1.530141293,-3.204154228,0.150058325,-0.247138974,-1.004180009,-1.517243058,-1.79358806,1.166084837,0.328530207,-1.327178197,0.34203464,-1.491565505,-0.847357106,-1.095079694,-1.554470454,-0.958946622,-0.33229472,-0.958160091,0.894770148,1.227825109,-1.451809673,-1.20100557,-0.563019964,-0.427209457,1.969391982,-1.743184286,-0.751893702,-2.498522147,-2.912123421,-1.629262427,-0.416076777,-0.891357892,-1.381337547,-0.100500234,-1.195327174,-2.405473024,-1.963557955,0.595691079,0.168010239,0.498052779,-0.262271607,1.132216457,0.177075263,-2.109404094,1.485527068,-1.850804225,-0.966203675,0.473964903,-1.906243469,-2.644068181,-2.36904694,-0.437916933,-0.843776135,0.444365873,-1.868551766,-0.199239776,-2.797192712,-1.417698455,0.032264487,1.367329779,0.342564254,1.853685297,1.898688883,-1.098440413,0.205514055,0.776042784,-0.187833815,1.199256919,0.114108945,-0.369639761,1.088831935,1.05531045,-1.383096138,-1.742348011,-0.569382832,-1.440778531,-1.900818248,2.455987041,2.463998268,-0.16621471,-1.759198762,-0.203473136,-1.033216278,0.735686732,-0.393874252,-1.297481918,-0.144127752,1.467839426,-1.649602468,-0.551149503,-1.108643771,0.639114076,-3.416379861,-0.599810746,0.910399734,-1.609309708,-1.11366963,-1.444471914,-0.919938577,0.449055713,-1.74190733,0.561511517,0.020005404,-1.076961201,-2.024062719,0.5297657,-1.377353805,1.696097221,-0.220771106,1.947017323,-1.400949496,-1.575367363,1.674067248,0.269431851,1.621526404,0.51334969,-0.683662852,1.234608115,-0.525848038,0.529895113,1.585302458,0.217891403,-0.693788279,-1.255837124,0.66570239,1.613687813,1.70459008,0.099204167,0.163030574,-1.07857145,-0.459510069,0.645951237,-2.244732357,0.707398311,0.028414297,-1.210777597,1.552062462,-1.115818062,1.333929801,-1.001924257,0.987657822,1.130132964,0.58455287,-2.187428003,0.998678246,1.145789545,1.137725423,3.094930604,0.611590054,1.401574143,2.307872453,-2.377675677,2.316942894,2.733587338,0.71701391,0.269650623,-0.412896688,1.271244674,0.556185495,0.96548507,-0.463562884,0.888984739,0.996235049,3.556352884,0.970071957,0.072074105,-1.197899041,2.065950337,-0.380090308,-1.171834953,-1.124775255,1.7829795,-0.721633948,0.248990896,3.228505642,0.099546207,-0.320973352,0.035714549,1.993896341,0.850818243,0.671043771,-0.918014768,0.36404388,0.83807654,-0.116217005,0.980078215,0.829130881,2.017541128,-0.399766799,1.556397486,1.931711374,0.840732771,-0.135342797,1.663191906,0.284427138,-0.431418554,0.183442835,2.516241713,-0.199352101,-0.473309386,0.201326322,1.411001363,1.728509119,1.819011225,2.00033428,0.540558181,3.18650629,1.163738701,-0.198243463,-1.32150354,0.362631636,-2.528925253,0.758339742,2.135950047,1.792927838,-0.819811601,-0.398916127,2.069738136,0.899872012,-0.132227712,1.03777974,1.248195958,-0.245663762,0.677833722,1.343294431,1.254616637,0.785198748,1.513066492,0.392830298,1.56501435,-0.765066249,-1.228805137,0.743431658,-0.204072911,0.63494408,-0.32182936,1.088212196,0.280654803,0.973068383,0.950474599,-0.523477732,0.426844034,1.380729339,-0.046619616,0.551334803,1.487898085,-0.723754115,1.741351833,0.839365289,2.439784582,-0.929362654,-0.666232927,1.857590434,2.958293939,-0.071749944,0.668788331,-0.179003374,-0.264019749,1.271055405,-2.142988345,0.182221952,0.741602319,0.089440992,-0.82503607,1.910637532,0.872635409,-0.294129312,1.364175931,2.817027072,-0.466128316,1.697112232,0.893644708,1.911420346,-0.22250267,1.072186069,2.148895951,0.566632469,-0.267721052,0.881626821,1.549937032,0.651627105,1.371303978,0.043272343,0.538406158,0.460218957,0.987400751,1.201549731,1.854011958,2.245259263,2.189239233,2.159397358,1.727348909,0.299451348,0.94454539,0.44325786,0.778212201,-0.193763097
HMGB2,-1.501156032,-1.406250601,-0.726691793,-0.535439758,-0.092832608,-2.996524771,-1.429564776,-0.709678825,-0.336026056,-1.245567694,-2.297257226,-1.25596067,-2.675893741,-1.652796905,-0.060727569,-1.769036897,-0.606380942,-2.703610855,-1.858374073,-1.206057608,0.474786437,-0.432759512,1.281830645,-2.493611297,-1.609355183,0.83480086,-2.070357486,-0.773518459,-2.270954397,-1.223764003,1.009637809,0.316051648,-2.151420817,-2.061300821,0.820251217,-0.17771383,1.071425793,-1.892413202,0.644505836,-1.945917538,-2.765869926,-1.867778506,0.004257122,0.474311816,-1.405807106,-0.683724213,-1.16826677,-2.751075766,-0.949881734,-0.409424811,-1.92584902,-1.240714379,-0.580881826,2.149003109,-0.806551596,-2.135656804,2.001570462,-2.058094281,-1.630098501,0.815529308,-2.089017034,-1.916938929,-2.402970262,0.363831127,-1.184068043,0.791854033,-2.432713062,0.284903205,-2.523295798,-2.403896748,-0.793480065,-0.698797909,-0.903612807,2.402774608,0.661001458,0.331112665,-1.273806162,0.225130235,0.349084353,1.530166826,0.49928932,-1.144946001,2.986740905,1.088692451,-1.478560524,-1.66071775,0.198182251,-2.069192585,-2.366972083,0.812725488,2.137214524,-1.286985962,-1.607132406,2.354833667,-1.167685792,1.232544664,-0.442411389,-0.709990066,-0.667249469,0.048635275,-0.385387286,-1.267589434,-1.429465315,1.091146825,-1.534545233,-0.019021773,0.632227058,-2.043925131,-1.701930834,-0.851459862,1.115843267,0.270536954,-2.374527784,1.778349072,-1.128010767,-0.338454473,-2.667658375,0.427414081,-2.947226065,3.319531652,0.473641794,1.701823394,-1.841334015,0.380458966,1.173453979,-0.365522403,0.946097567,0.040559163,-0.611948782,0.646473162,0.465410608,0.180818068,-0.021082535,0.205604764,-0.340362179,0.162369758,1.994528615,1.812789234,1.549629279,-2.228375797,0.170223681,1.316386507,-1.272344524,1.426838761,-2.967037801,2.877999921,0.710343023,-0.861747509,-1.678650414,-1.615636644,2.316713899,-2.534864854,1.972536486,2.572080529,1.152833128,-1.717325157,0.28423692,-0.677234322,1.050040029,1.948017352,1.091079356,1.83518647,0.852077097,-2.873235411,3.107135836,1.213695297,-0.803338936,-3.078132695,-1.803074554,0.398920769,-0.716696613,0.780516742,-0.332857384,0.370183928,0.825297575,2.038726287,-1.130880854,0.540513731,-1.391195033,1.565887786,1.073276821,0.360362447,-0.880116367,0.226293153,-0.472747961,0.025064387,0.50434922,-0.201426984,0.860327737,-0.019745311,1.473904654,0.329649959,0.851938923,-0.602899779,-0.513453417,1.317705708,-0.082897145,1.029812199,1.2802596,0.708181664,-0.288745285,1.883715973,2.506773023,0.999055973,-0.884830296,2.233045587,3.126057104,0.72471138,2.155678216,1.240908818,2.125320687,0.71289458,-0.996499358,0.303389015,1.158599691,2.464807986,0.74454131,-0.737508343,0.68857733,1.169865233,0.205812527,0.076918906,0.695138994,-1.864096186,0.773419124,2.207341624,-0.119050237,0.94794675,-0.780996064,1.467727392,0.042774816,-1.409124948,1.137238213,0.069691745,0.352528606,2.175652595,1.43621121,1.081346628,-0.394977257,-0.972147098,-0.656484367,0.296170902,-1.129510594,-0.010327608,1.266908259,-0.064411246,0.835293834,0.647946271,1.799966784,2.566576013,0.42094234,1.075506054,0.83257552,-0.899862157,0.857926805,-0.466696936,-0.084790665,3.774699061,2.24238724,1.102871271,2.334532402,1.109672586,-1.783862011,-0.582573386,0.36374875,0.372700811,0.502194986,1.714881469,-0.116070211,0.322270172,0.078919768,-2.006713484,2.077366722,1.000766776,0.383876978,-0.221836942,1.229714647,-0.361047492,0.609868753,-0.028692908,0.470296885,0.513011653,0.121277757,0.622816935,1.580883571,1.646571932,0.646993427,0.401919897,1.506855209,-1.666489916,0.740662498,2.132689294,1.730679294,0.236704229,0.743794153,0.063323077,0.954000093,-1.036990915,1.631210051,0.738364452,-0.342664546,0.105086568,1.267678605,0.962192792,0.813752225,2.366292122,-1.50692178,2.27367059,0.255067025
