Groups,GUID,ADGRE5,MYLK,CDKN2A,CDK1,MCM4,HMGB2,MCM6,RNPS1,GBP1,MYL9,LCP1,CBR3,MCM3,AIF1,B2M,IL4I1,MCM2,KPNA2,FEN1,CD163,MCM7,SLMAP,ITGA5,SMTN,FABP3,NASP,PSMB9,MYL6,RBPMS,NIBAN1,MYH11,WARS1,MZB1,FOLR2,CTSC,ACADVL,NDUFA9,SUCLA2,THBS4,IGF2BP2,CLEC11A,PRPH,MYH7,ASPN,FMOD,COL12A1,OLFML3,TUBB2B,FBLN5,MB,CPXM1,KRT18,CKM,KRT19,KRT8,MYLPF,COMP,CALB2,MYL1,MYL2,EEF1A2,MYL3,THBS3,FDXR,MDK,MACROH2A2,CRABP1
OA,STS083,2.641234162,3.725012501,1.198037857,0.062563648,1.088831935,2.986740905,0.705851273,2.35953747,1.241471018,4.378692516,1.002987388,1.828976958,0.942652842,0.510712527,1.127040032,0.447726975,0.456776974,-0.280423478,1.768616586,-0.661821245,0.250308731,3.840222761,-0.160599427,0.820469867,1.819474395,1.481538953,1.248517961,3.037438069,3.100644301,0.978506711,4.573030821,0.213473228,1.833451382,0.060434234,-0.223967621,0.391671306,-0.681433883,-0.271257771,-1.684970044,-1.629979141,0.492403775,3.234831429,-1.820394643,-2.084155079,-0.778512647,-2.407272835,-0.933993651,-2.88386254,-0.537685219,-1.246064802,-1.775791869,-2.409762774,-1.651485057,-2.468357695,-1.963217326,-2.289274843,-1.288163193,-0.310054797,-2.424027845,-1.803645642,-2.40996693,-2.517856982,0.02533768,-0.325450262,0.847511834,-0.280786504,-2.087618251
OA,STS084,-2.223216515,0.375159644,-1.266547169,-0.150881065,1.05531045,1.088692451,0.92955614,2.527099904,-2.215014047,0.051122615,-2.039132857,-1.08533935,0.77466849,-1.773292427,-1.027169591,-2.009816279,0.627248017,-0.374917818,-0.010586065,-2.0511956,0.587919991,-0.733252119,-0.441297205,0.399308305,-0.673358606,2.013846886,-1.535704396,-0.27997913,-0.997989152,-0.092543337,0.266395144,-0.86349434,-2.865902538,-1.196202734,-0.199665662,-1.793011863,-0.622600016,-1.478466429,-1.933588929,0.650164124,-0.368434242,5.720393466,-0.321731208,-1.755761116,-2.429717079,-1.362674873,-0.390823716,2.214174753,1.853652581,-0.865480552,-0.387850514,-1.053551821,-1.738752562,1.089254833,-0.218809183,-2.262971896,-1.407777212,-0.093012047,-0.521175683,-2.638042939,2.410007637,-0.746392184,0.250547727,0.851364514,-1.025489635,1.35375291,7.532794088
OA,STS085,-1.058545227,-1.168760023,-1.342713415,-1.955590622,-1.383096138,-1.478560524,-1.611512541,-2.191497401,0.131957855,-0.315962962,-0.740368809,-1.464742257,-1.673856009,-0.010816909,0.823260796,-2.08481163,-1.560706156,-0.087120111,-1.406322822,-0.754042407,-1.817405832,0.710522271,-0.085577038,-0.184731404,1.687265597,-0.87536039,-0.984126377,-0.422008307,-0.569579228,-0.659012794,-1.109292365,-0.536404939,0.869434152,-0.603612358,-0.985624759,0.846071342,-0.175892111,0.773586063,3.189962009,1.601082445,-0.006954424,0.640286222,8.113885958,2.983841102,2.668913562,2.876924915,3.12500692,1.770766371,0.851732452,8.358015316,2.305989848,0.698809107,8.418087696,0.263568767,0.597130306,8.417633551,2.798933249,4.137335664,9.078976174,8.566526743,4.889082264,8.254988703,3.060396118,0.246269652,0.988492267,0.815935927,0.200334872
OA,STS086,-1.76816015,0.282154161,-2.160479738,-2.36592859,-1.742348011,-1.66071775,-1.729131586,-2.087434339,0.032142287,0.711114303,-1.768804592,-1.398444727,-1.973619577,-1.562675381,-2.38093726,-2.986053784,-1.756956264,-1.482291801,-1.360723636,-1.832044982,-1.616793297,-0.522676038,-0.348232861,0.400818631,-1.460596609,-1.246437785,-1.981151865,-0.192434063,-0.865331116,-0.414865755,-0.027300791,-1.316475373,-3.531741244,-1.712648851,-2.118555172,0.072734111,0.804516112,0.273976009,1.979625401,1.290207422,2.872881532,0.184214116,0.633884974,4.362267154,2.050739873,4.139414649,3.658494066,1.996048501,1.453032504,2.920892686,2.36301534,-2.246632886,3.847421838,0.236433756,-0.379984544,2.309938891,5.600221215,5.858363054,2.479327806,2.25551443,-0.014435402,2.816006283,3.882335646,0.717277058,3.951004655,1.654236588,-0.53585089
OA,STS087,-1.688614477,-1.081184504,-3.245800578,-0.939950037,-0.569382832,0.198182251,-0.536570775,-1.59230288,-1.761923375,-2.159251708,-1.761068506,-1.314154605,-0.562983139,-1.923088438,-2.259314834,-2.808558916,-0.541230384,-1.536106922,-0.788005677,-1.85051598,-0.376509085,-0.5591453,-1.787388898,-1.157967998,0.137637522,0.997376053,-1.976229386,-2.08400661,-2.309115558,-2.380557312,-1.401601294,-1.583677162,-0.575165872,-1.909808803,-0.710188506,1.633597784,0.688884162,1.148119302,0.374550528,-1.106271784,-0.579068796,5.067352508,-0.450953031,0.44831732,1.402869962,-1.478943366,-0.57420314,1.835260323,0.335270679,-0.501281841,-1.167920187,-0.78781854,-0.885346551,0.677852566,1.414739524,-1.015431641,1.771792422,1.302173235,-1.713071491,-1.837382931,5.855189523,-1.100854479,0.810277111,1.259794262,0.221996671,3.608374844,7.421521017
OA,STS088,-1.178977754,-0.481340088,-1.553801318,-1.546762306,-1.440778531,-2.069192585,-1.510065171,1.031807014,-0.905910734,-0.012211446,-0.518363364,-0.165263119,-1.820401883,-0.62530978,-1.003827143,0.430329848,-1.408614878,-0.438330542,-1.533387051,-0.702678968,-0.197578583,-0.838834018,-1.041614171,0.648128965,-0.347187254,-1.893816394,-0.145024467,-0.226281861,-0.28406105,-0.843073723,0.067466356,-0.901819268,3.279911528,-0.685959725,0.296811456,0.000495212,-0.035925856,-0.356238735,1.777701456,0.59429614,2.679899082,-0.894247054,-0.825531951,2.430627484,3.345335061,4.332582767,4.881630507,0.639609929,2.198469183,-0.514562424,3.516107454,-1.828113345,-0.907954304,0.08450623,1.622123772,0.09032879,5.030145162,-0.31886111,-0.188746381,1.310707924,-2.04468548,1.426193064,2.738737149,0.810934262,1.055771815,-0.579780935,0.893719121
OA,STS089,-3.05054464,-0.646089114,-0.45415714,0.161083994,-1.900818248,-2.366972083,-2.259294962,-1.394988811,0.001176017,-1.496206793,-1.030635487,-2.806251097,-2.108484607,-0.730763635,-0.213660976,-1.799379399,-1.93609508,-1.672400322,-1.28613262,-0.22768174,-2.415645842,-0.712694878,-1.616655186,-1.164496906,-3.459654192,-1.74902524,-1.322330123,-0.639903693,-0.447485234,-0.914562893,-0.31481475,-1.533865835,-1.715693395,-0.963021985,-0.035087481,0.693051038,1.703707559,-0.503982567,0.145673614,1.722646529,1.127669052,4.726078576,-0.484745267,0.83974831,2.003601227,3.218228273,4.179752845,1.951460195,1.770975795,0.105923627,2.375711915,0.38716803,0.550246089,-0.201959249,0.616953833,0.034755523,2.066031478,3.142220912,2.059528042,0.340231447,-1.4665557,0.004879783,2.503657989,0.789830965,2.394732377,1.318706095,0.408035537
OA,STS090,-0.806094486,-0.858700159,3.989312028,2.400771231,2.455987041,0.812725488,2.420055449,-0.410561638,-1.69872715,-2.030749527,-0.666490302,1.234726622,2.257910265,0.000182319,-0.905434123,-0.978306829,2.224296008,-0.172277464,0.014042444,-0.607832747,2.787118876,-0.840403339,-2.086650729,-1.32206749,-0.550083456,0.829269973,0.218944108,-1.098676908,0.882500175,0.588272539,-1.310666802,1.28500576,1.55916697,1.011985971,1.259032707,0.28077339,-0.103674801,-0.214419169,-0.061906704,3.041903249,-2.044423191,1.619500319,0.917150026,1.565691988,2.618378406,-1.522865274,1.345101992,-0.703693765,-0.064390066,-2.14022084,0.877603844,0.075718501,-1.987417586,0.61438291,-2.773726661,-2.125159891,-2.905086283,2.448302506,-2.260368099,-3.965765258,-3.166923518,-0.759491987,-1.392568417,0.099531062,-1.418366945,1.560459034,1.927823186
OA,STS091,1.031965845,0.80214538,-5.119792705,1.247003138,2.463998268,2.137214524,2.545566013,-0.16675978,-1.670705544,-0.880190189,-0.633969688,2.218824721,2.509133212,-0.979861157,-2.250185727,-0.710331381,3.014213114,1.311880304,1.432933957,-1.608021904,2.733366104,-0.112568602,-2.179028594,-1.870278484,-1.823282825,1.285365998,-0.943634175,-1.283501428,-0.225706206,-2.059106061,-0.69144803,-1.142643567,-0.535206024,-1.746384744,-0.22301903,-1.107094891,0.386279463,0.803830354,-1.024627568,3.14695739,-1.44181455,0.308252285,-1.208633092,-1.068130345,-0.006308594,-1.635530278,-0.251138976,-0.592637854,-0.881660683,-1.172095407,0.402707236,1.916676082,-0.829939854,0.91035928,3.024439282,-0.562119317,-0.117892568,-0.340526102,-1.230684869,-1.604270685,5.659701058,-1.043788226,-1.38629143,0.733391579,1.693789409,2.612977745,1.88897664
OA,STS092,-1.871568309,-3.455080504,-0.099025675,-2.087002014,-0.16621471,-1.286985962,0.121059663,0.189155486,-2.301587423,-3.317252926,-1.25574166,-0.696790722,0.151228974,-0.568229144,-1.804362726,-0.557560626,0.12544177,-1.544227308,-1.417222633,-1.028587701,0.466146015,-1.917792594,-1.216929016,-2.765465052,-0.863206301,-0.440014038,-2.785246549,-1.738547717,-2.42422301,-1.615480569,-1.980479824,-1.498106218,-1.66525237,-1.348099676,-1.737804536,2.383421663,1.998142352,2.513160535,-0.378744339,2.517684378,3.763414603,4.43218373,-0.948760893,-0.279072177,-0.366503288,1.038263371,1.286153044,2.091490431,0.817840347,-2.647363595,1.424869411,1.256920986,-1.637126186,5.430011454,6.052056914,-1.183701063,-0.128086903,0.697551605,-3.015963007,-4.366067385,3.401656435,-1.977489422,1.581136266,3.366892705,1.573912261,4.008093248,-0.13518318
OA,STS093,-0.506730513,0.672777075,-1.257779004,-0.879596095,-1.759198762,-1.607132406,-1.276622827,-2.115611735,-1.276592243,0.651773627,-0.727990567,-0.315883165,-1.771242813,-0.501350932,-1.954177752,-1.180173688,-1.51089941,-2.143438728,-1.66692151,-0.11725887,-1.348789942,1.622254809,-0.129271783,0.520770825,3.538895477,-1.280974716,-1.330512972,0.149117308,-0.594196468,1.263300746,1.044423285,-1.081404139,-0.939886155,-0.498115485,-1.689381916,2.39459834,2.022541316,1.297452409,4.839571444,-1.308007248,-0.074382429,-0.967090874,7.624779761,4.358485747,4.84732816,3.567461611,1.632940115,-0.923736434,0.61186229,7.575640954,1.722507439,1.648707883,8.052633248,-0.601397348,2.206955185,7.625918116,4.531344192,-1.686240304,7.807832838,9.071175448,3.587562545,9.499983899,4.371843273,0.092325266,1.361799621,0.650011921,0.418919049
OA,STS094,2.834968738,4.937236069,1.893250413,-0.164854632,-0.203473136,2.354833667,-0.264441956,1.49758402,1.445639584,3.950919792,0.48018891,0.88431668,-0.508928921,0.710009595,0.769515135,1.225447826,-0.281415088,0.292915159,0.314936916,0.31333212,-0.144854047,3.728059263,1.521200769,2.800331043,3.192682404,0.270845989,-0.571045308,2.878153982,2.713391457,1.823815195,4.478515766,1.246200603,1.301385818,0.943875397,0.086595957,-0.970526877,-0.25147418,-0.739318474,0.069383379,-1.250758847,0.251275221,-0.121476495,0.690038728,-0.596960605,2.416315651,-1.116864989,0.61594618,-3.166897193,0.889458782,-2.454784938,-1.536411795,-2.167022942,-1.25516823,-1.166120856,-3.019979155,-2.098918193,-2.277768285,-0.594629747,-1.618572682,0.991522476,-0.731326011,-1.315342982,-0.608212964,-1.175277447,0.547752535,-0.897105943,-1.184028139
OA,STS095,-0.573883006,-3.972054269,-5.537800684,-0.836696221,-1.033216278,-1.167685792,-1.211496613,-2.216826032,-0.617773248,-3.859205302,0.455389713,1.262109438,-1.081195849,2.101206811,-0.654333424,-1.277242702,-1.10455049,-0.852307604,-0.673148079,2.210108832,-0.543311908,-1.095421287,-0.916244646,-3.656344454,-2.244399867,-0.279600075,-0.294211357,-2.647629757,0.012076469,-0.976435131,-1.720914514,0.588944939,-0.517467921,1.622787823,0.408972919,2.342225792,1.663608723,0.742882958,1.715871744,-0.198985391,0.541734727,-0.049179456,-1.009633192,1.181160766,0.357516855,0.72908673,-0.409124576,-3.51022234,-0.43881128,-4.562609857,0.199572383,-0.885349748,-1.201274587,0.335713727,-0.784699664,-1.709586321,-0.041438757,-0.668539136,-2.38206204,-4.540263659,1.633824156,-2.594684384,1.106249649,2.645554722,1.511578684,0.11752286,-2.898543888
OA,STS096,1.061794561,-0.360156385,1.409112384,0.846837126,0.735686732,1.232544664,0.607233193,2.297587034,3.424320768,1.455974623,2.274215264,-0.095666234,0.75004729,2.231273845,3.047409666,4.785112094,0.626419337,1.461588469,1.374259823,2.192507146,0.041325643,2.122959723,2.204009609,-0.636270996,-0.945011849,1.373042171,1.143860395,0.941314863,0.132657052,-0.437367092,-0.701634979,2.913655289,4.243054282,1.14780247,2.503096272,-1.530495272,-1.869663124,-1.277787228,-0.586793376,-0.140047817,0.989542414,-1.547261198,-1.220292804,-0.514186889,0.814024953,3.0835548,0.130690552,-3.000786702,-1.682487314,-1.677395054,0.690233653,-3.471925331,-2.627669836,-1.576666864,-2.881966898,-1.704021924,0.270435455,0.719574149,-1.38735724,0.396573348,2.122215298,-3.725714527,-1.888310998,-1.431240407,0.305970566,-2.114463719,-1.672537945
OA,STS097,-1.856418379,-0.969270551,-1.665150253,-1.140773665,-0.393874252,-0.442411389,-0.602607793,-1.32248906,-2.388680395,-1.827097765,-1.70755709,-1.929499311,0.501207798,-0.345316224,-1.103411692,-1.192771118,-0.426703627,-1.280715572,-0.718460529,-0.181326825,-0.445361863,-0.206487239,-1.422209932,-0.622722546,-0.242159434,0.065391716,-2.007395994,-1.130239241,-2.16280646,-0.801976034,0.826504524,-1.818606415,-3.596657109,-0.97244852,-1.359673907,1.542479154,1.136822508,1.587656249,2.615525621,1.266735183,0.855428417,1.654993234,3.556238138,2.570001326,2.021378771,1.881410662,0.858453447,2.329360656,0.989497169,4.350736731,0.632423186,1.494425983,4.054949693,4.68132406,4.510612158,2.717571734,2.72269056,1.898912129,4.565924421,4.888641583,3.509896876,4.390469864,2.88157445,3.178216893,0.706159309,2.962927878,4.616278012
OA,STS098,-2.194468629,-1.534878264,-2.67527055,-1.501290882,-1.297481918,-0.709990066,-0.855247765,-0.106665118,-2.238165049,-1.692937375,-1.989191127,-1.695999249,-0.704780878,-1.939557502,-2.082242647,-2.492836968,-1.383079303,-1.721268991,-0.827384804,-1.50095345,-1.030651351,-0.686482109,-0.671867284,-1.140790262,0.382661241,-0.102327549,-2.410063528,-2.014447357,-3.519364511,-1.720477759,-0.457428784,-1.504776008,-1.947002476,-1.590455402,-1.687145801,2.510786878,1.341198497,1.144087928,0.82579502,0.908515981,-1.053113381,-0.49020154,4.637242802,-0.255982548,1.127509492,-0.936759863,0.737486217,1.499253321,0.590924821,5.418688014,0.728541889,0.494582608,5.265725133,0.502920692,0.835583402,4.816369345,0.50417483,0.942448255,5.320563781,4.680587398,2.650406515,5.763870981,0.319432342,1.388392537,-0.825555066,4.096373154,4.297678332
OA,STS099,-1.350318749,1.082514951,-0.608015243,-0.189368797,-0.144127752,-0.667249469,0.289961954,-0.917350395,0.57369395,0.577261817,1.295447753,0.006294286,-0.278430511,0.212989471,0.09140167,2.212675278,0.253632227,0.165974053,0.074578717,0.794663218,-0.134281637,0.588643912,-0.105924406,0.399758793,0.314433919,-0.420553528,1.334422465,-0.02875952,-0.867069187,-2.066633802,0.724772626,1.968407162,0.724207369,-0.905130816,2.389812037,1.489954029,1.747334431,-0.649156545,-1.614496706,-2.172770489,-1.210886672,-0.664160004,0.405475527,-0.694473837,-0.798612705,0.801427893,-2.407542414,-1.548935361,-0.164006637,1.259490366,-0.293970417,7.850560857,1.522308304,8.870612933,8.434649348,1.642107901,1.359912336,1.137105111,2.761672673,0.477556501,3.902903744,2.06573338,0.419201597,1.690078868,0.323368398,-0.163424201,1.491682535
OA,STS100,0.103416879,3.580607583,0.299102733,1.980565634,1.467839426,0.048635275,1.414339144,1.626329979,2.829313194,2.524490896,-0.670061033,0.645006535,1.680305179,-2.304259004,0.017672442,-2.182340763,1.457663635,3.243498132,2.291608681,-0.061789883,1.645690342,2.9262515,1.256304576,2.490646344,-0.400850113,1.426206721,-0.269407695,1.26755773,2.388569362,-0.59526958,5.005234803,-0.165988177,-2.222153368,-2.104584666,-1.177219898,-0.647733154,0.462826838,-1.127755929,-1.386717233,-3.325892603,-0.254721496,-3.208218133,-2.751378709,-1.532533545,-1.456546857,0.600596933,0.716678999,0.430693965,-1.922207206,-3.187069693,-0.151463982,-1.097034152,-2.926718308,-1.660335157,-0.338571102,-2.423256448,-0.591126446,-0.944591312,-3.476368173,-3.396974649,-0.956215393,-2.6158758,-1.849711857,0.037525231,1.072634236,-0.255651466,2.088721723
OA,STS101,-1.15948301,-2.701323102,-2.618080164,-1.400804586,-1.649602468,-0.385387286,-1.39919629,0.358112398,-2.825395873,-2.591693332,-1.75313111,-2.802589818,-1.26435797,-1.53513104,-0.641880222,-1.495745171,-1.225461028,-1.608504309,-0.970895079,-1.26382051,-1.303798951,-2.214492822,-2.775393249,-2.14795723,0.299272558,-0.953344196,-1.866889769,-1.511399865,-1.74319989,-2.336788769,-2.93458367,-1.885238268,-3.061978249,-1.161626348,-1.584460286,1.257953241,0.541326027,1.200798982,2.974900081,1.227893135,4.838535305,3.086057411,-1.467475506,0.728828138,3.984067018,1.339710307,2.062206163,2.648964576,2.536603984,0.36081163,0.424906705,6.283409858,-1.296653637,7.287803141,7.271393037,-0.805874083,2.778535535,0.161772307,-1.401919567,-3.616355856,0.680380486,-3.742835613,3.310646102,2.990040659,1.667767739,4.057641132,3.084110027
OA,STS102,-0.69341071,1.968246376,2.496580649,-0.191647546,-0.551149503,-1.267589434,-0.466060848,-1.073172112,-0.589795988,-0.157263429,-0.03883889,1.021785345,-0.423031162,1.797502198,-0.434003578,3.150854362,-0.984310606,0.520942774,0.371177094,1.322768382,-0.31093101,1.538748757,0.064782558,-0.790406839,2.576958335,0.563160509,0.305591967,-0.878512828,-1.35802009,-0.421521385,1.01415905,0.716851343,-1.033950788,2.09837581,1.838620897,0.631715278,-0.659236254,-1.04073739,-1.536016361,1.454775942,-3.631781889,5.568802436,-0.017094116,-1.801302646,-0.220868315,-1.399608745,0.784892832,1.167715311,2.427487922,-0.362194857,0.338004153,0.60202471,0.383906594,0.608940731,1.855143222,-2.67332167,-0.867858502,-1.287894192,0.50385521,0.473991521,1.193546849,0.138205158,2.229439604,-0.023751171,0.780045791,-0.853721378,-0.102289687
OA,STS103,-0.16296175,-1.057694494,-1.468400942,-1.580374625,-1.108643771,-1.429465315,-1.274642697,-2.284043717,-1.080296222,-1.609570628,1.291289173,-0.273063114,-1.339115459,0.79353145,-0.065512339,-0.51852108,-1.78947288,-0.827540711,-1.078361145,-0.189437515,-0.279127683,-1.096985854,-1.160166713,-1.987644137,-1.283015903,-1.355750257,0.578015993,-0.834066412,-1.640798748,-1.514471758,0.188183017,1.469641367,1.384549505,-0.610367016,-0.271918463,1.229785851,1.764130143,1.459611667,-0.519736899,-0.876681188,1.990453757,-0.917310559,-0.450461691,1.526209734,-0.34784836,0.107766638,-1.339614802,-0.477787156,-0.171090369,-0.730505017,-0.883458461,7.533859153,2.965924853,9.131237915,8.154763088,0.911295985,1.417664779,0.083082221,-0.320944728,-1.560109314,2.873851196,-0.321584028,2.375873594,1.73633181,-0.05895807,-0.018320253,0.97867845
OA,STS104,3.16802555,4.598837702,1.555620408,0.116907603,0.639114076,1.091146825,0.254674368,1.487288055,1.112783427,4.902315566,0.319243812,0.976151267,0.441533579,-0.700787419,0.964571435,-0.413809066,0.229567861,0.64843329,1.289510422,-0.569547307,0.141505112,3.849146803,3.304968079,4.833864007,2.216486808,0.66409285,0.327589589,3.082261898,3.406412068,0.818582319,4.617294767,-0.344021226,-1.014574175,0.10943307,-0.002581973,-0.635321595,-1.096644619,-1.096368844,0.526219797,-1.659278613,-0.268491277,5.255636103,0.443988815,0.587838904,0.607075546,-0.05953465,0.470396966,-2.542753573,0.847406364,1.805652685,0.101925942,-3.222037983,1.255408463,7.096868058,-4.470724142,0.860832169,0.019838611,0.447024281,1.024063985,1.438814196,2.158960476,1.206259393,-0.661075113,-1.276753108,-0.933056444,-2.328278818,-1.152781174
OA,STS105,-1.705000605,-2.505053027,0.86342725,-2.588592577,-3.416379861,-1.534545233,-2.895937596,-2.210233263,-0.422333092,-0.589579066,-1.28133423,-0.918336271,-2.471324762,-1.59358164,-1.190422337,-2.872536562,-2.345407236,-0.83943287,-1.84685309,-1.442643467,-2.159260572,-1.697852334,-0.588472148,0.918102008,-2.157720663,-1.768468202,-0.726129294,-0.000456218,0.122764907,-1.238250816,-0.581248914,-2.028420701,0.399532621,-0.634097015,-0.179042973,-0.990326175,-0.52899672,-0.177342898,2.233780961,2.439902817,2.295286792,2.199252713,2.215377803,5.037501131,2.576241149,3.9729169,4.182503706,2.526217594,1.794204215,-0.744180973,3.693376769,-2.464210425,-0.877576167,-2.681115792,-0.824808261,0.15707368,4.07777905,4.385353765,-1.497258801,1.144918526,0.23426306,1.052181826,2.578726242,-0.566692282,3.631945774,1.383982125,-0.054039188
OA,STS106,-1.968355595,-0.893522077,0.104330715,-0.326305948,-0.599810746,-0.019021773,-0.640505136,2.279742559,-2.15320496,-0.103050081,-0.664221868,-1.15563575,-0.350874737,-0.410717993,-1.407467559,-3.044806839,-1.010364007,-1.362990032,-1.029160802,-1.08101471,-0.24882408,-1.407940278,-1.26632549,-0.831859298,0.683187803,0.734299078,-1.72932956,-0.470910257,-1.477075419,-1.296767258,0.41486029,-0.985872022,-3.7340541,0.444937454,-0.652766667,-1.11887982,-0.786159853,-0.382056284,-0.167516171,0.513120986,0.863959384,4.601007972,-2.586359078,0.209851927,2.790884859,-0.489551972,0.96171086,2.927531028,2.132905032,-2.941125916,0.564557155,0.030292811,-5.199113599,3.284784893,0.672560645,-3.576100259,2.057202994,1.479028724,-3.727434024,-1.829210083,3.119254211,-2.914218528,1.27879717,2.16513044,-0.217272194,1.737386525,8.727787334
OA,STS107,3.108447193,5.35483723,1.392075192,0.767731675,0.910399734,0.632227058,0.801112074,0.960787289,1.068219289,4.521224129,0.055374968,1.651962147,0.684831867,0.115126237,2.517003345,-1.755568457,0.897723517,-0.148456822,0.28851537,-0.065272986,0.71373181,4.803041276,2.30402815,4.637049486,4.016669304,0.249505337,0.27099169,3.120643035,2.897531141,2.168097809,5.293133765,0.464887187,3.351603126,1.169548494,-0.119629903,0.295452028,-0.349827748,-0.955637465,-0.19884383,-1.218660345,1.075896228,2.555964305,0.911729143,2.173355007,2.297305021,-1.936623597,-0.266093987,-2.217291678,-1.070355818,-0.625552283,-2.310834874,0.165768261,-0.503975652,-3.271542812,0.45149931,-0.132328478,-1.390814619,-1.800421371,-1.186558679,-1.95773095,-1.369633646,-1.491985656,0.972869747,-1.1918697,-2.567000955,-1.15137725,-2.90125128
OA,STS108,-0.762022472,-1.270127138,-1.072176929,0.809324184,-1.609309708,-2.043925131,-2.113728745,-1.284054609,-0.37618732,0.242460624,-0.093974105,-1.25655352,-1.757765637,-1.353156199,-1.778234069,-1.71646064,-1.701326202,-0.830418447,-1.675435062,-1.830419605,-2.72649928,-0.378043194,-0.604483588,-0.59373883,-2.557204475,-1.654449124,-0.980227226,-0.279433557,-1.134745513,-1.18913587,-0.561450643,-1.217530276,-0.454239284,-1.370254656,-0.432533218,-0.407207388,-0.255944546,0.029026448,3.266599915,1.836537771,3.96673771,-0.714438323,-0.120229322,5.363915723,2.011966061,4.420755133,4.156421765,2.675924862,0.795651763,-4.142938085,3.798055628,-2.437242407,-2.471507402,-1.153553903,-1.155226771,-1.249891398,5.143870611,4.777209728,-0.844816402,-3.132053687,-1.567700001,-1.304707199,2.875669606,0.445113855,3.522361635,1.878488682,-0.137965288
OA,STS109,-0.372520587,-1.307657881,0.07292387,-1.631299059,-1.11366963,-1.701930834,-1.659026231,0.501726829,-0.782228161,0.272884043,0.00638342,1.121608781,-1.441781427,-0.170995677,-0.655765882,-1.303136132,-2.201162323,0.155146183,-0.693262662,0.165498525,-1.349673577,0.392314348,-0.939159758,-0.368145098,1.328968366,-0.615701937,0.840303418,0.765550604,0.942502038,-0.730058035,-0.881398618,4.208423056,0.393440897,-0.892738458,-0.185817626,0.369318429,0.981526725,-0.05583184,1.223944019,0.707377976,1.441232125,-2.291363868,3.601625221,1.82934645,0.263967827,1.270365178,-0.676186753,0.976054977,-1.161796593,6.614191089,0.80473704,-1.757305806,6.194503492,0.245172311,-1.479814797,6.03715613,1.874211913,-1.92385294,6.396045681,5.117143746,0.06312505,5.248530542,-0.930761308,0.180422802,1.587969861,-1.171862988,0.595001756
OA,STS110,-2.198001167,-2.088800445,-0.904221753,-1.093475579,-1.444471914,-0.851459862,-1.410940647,-0.104170614,-1.431021141,-1.730354787,-2.281709004,-1.405338496,-0.947111344,-2.359854258,-2.145654474,-1.360218941,-1.603794843,-1.29822964,-1.287551676,-2.010132339,-1.32552701,-1.415371159,-1.656631552,-0.031683523,1.631156338,-0.298516804,-1.883047237,-1.290428042,-2.161167252,-2.043727841,-0.815170479,-1.078594589,-2.816194034,-2.429742424,-0.719211142,0.844622355,0.653584481,1.172994848,-0.552774723,-1.28827308,0.177582533,1.667253755,1.561144856,-0.925126583,1.203022212,-1.100008312,1.520785541,1.08801066,2.477728328,3.721761366,-1.414643943,3.851504649,3.423548473,8.913340853,3.388610026,2.265029346,0.719516363,-2.267399019,2.602880513,2.31049845,2.593863497,1.778838614,2.152954937,1.442654354,-0.318895819,2.262624612,6.40177791
OA,STS111,3.241467853,5.459832373,0.650111016,-0.648975516,-0.919938577,1.115843267,-0.643390646,2.387992326,0.814499899,4.385041284,-0.061442881,-0.500948901,-0.898322412,0.368041921,1.499078442,-0.455510018,-1.2062183,0.076263001,-0.613522811,-0.798081965,0.058004814,4.344635736,3.13696841,2.941997577,3.262049084,0.64298845,-0.14144004,3.198977755,3.255281668,-0.250279657,5.221541446,0.340220257,-0.656325644,0.637906825,-0.83275747,-1.32917087,-1.536853172,-0.761240659,-0.252194323,-1.499457431,1.397061353,-0.217190019,-2.236957296,2.400047551,0.895043069,1.639377518,0.127303424,0.809828184,1.592590059,-1.393518659,1.77624172,0.217771484,-1.764816143,1.44450326,0.212279189,-1.146664749,1.002835749,0.90996299,-0.290924185,-2.753455694,-0.654235235,-0.976850596,0.500816132,-1.896690696,1.638684377,0.482865206,-0.360680309
OA,STS112,0.232743797,4.991763415,-0.677947983,-0.776598497,0.449055713,0.270536954,0.231683517,-0.449083315,0.51021314,3.536850775,-0.502211888,0.6827997,0.40731443,-0.969627462,-2.525185145,-1.324874666,0.591302865,-1.385820325,0.743567166,-0.737797442,0.749181489,4.261957203,3.550119867,4.110778253,2.360593432,-0.731968233,-1.030567022,2.431416915,2.210940668,2.620966039,4.777784469,-0.83218265,-0.978796565,0.004336666,-1.438759236,1.292539489,0.584787267,0.274134724,0.309645123,-2.101777074,-0.766009369,0.122943894,0.100355133,-0.468908223,0.097235807,-1.435309752,-0.130056381,-1.711261914,0.918943039,-0.109513159,-1.80547502,-0.121474736,0.456566324,-0.87735497,-0.432036603,-0.190436562,0.228422013,-1.55023819,0.309547413,0.887140529,-1.719144654,0.942434344,-0.630290512,1.620496873,0.227611344,1.45783248,-1.639299792
