Groups,GUID,ADGRE5,MYLK,CDKN2A,CDK1,MCM4,HMGB2,MCM6,RNPS1,GBP1,MYL9,LCP1,CBR3,MCM3,AIF1,B2M,IL4I1,MCM2,KPNA2,FEN1,CD163,MCM7,SLMAP,ITGA5,SMTN,FABP3,NASP,PSMB9,MYL6,RBPMS,NIBAN1,MYH11,WARS1,MZB1,FOLR2,CTSC,ACADVL,NDUFA9,SUCLA2,THBS4,IGF2BP2,CLEC11A,PRPH,MYH7,ASPN,FMOD,COL12A1,OLFML3,TUBB2B,FBLN5,MB,CPXM1,KRT18,CKM,KRT19,KRT8,MYLPF,COMP,CALB2,MYL1,MYL2,EEF1A2,MYL3,THBS3,FDXR,MDK,MACROH2A2,CRABP1
OA,STS165,1.770585575,3.337256484,0.288163622,1.229158919,2.316942894,3.107135836,2.265559067,0.335204697,1.386037338,2.521759772,-0.9285815,0.204891522,2.125030283,-0.797296813,-0.782361769,-0.700855507,2.284863933,0.766513857,2.370121009,-1.04823049,2.812048225,4.10214895,-0.651678815,0.944274791,1.59967196,1.642591347,0.958096108,1.594346213,3.154240117,1.606724014,3.545474995,-0.990137182,-0.438254383,0.007968035,-0.864738393,0.167077914,-0.780629711,0.051497882,-0.635446036,-1.914933927,-0.617124861,2.500980762,-1.951290196,-1.617734101,-0.965350914,-1.853758267,-1.643420726,-1.46546158,-1.356219893,-1.875944222,-2.097400695,0.370480369,-1.662171447,0.55800009,-2.393579871,-1.598088076,-1.80584211,-1.797993021,-1.499584054,-2.555212078,2.187034855,-1.49284705,-2.275445272,0.8147564,0.800339913,0.648704829,-2.465948577
OA,STS166,0.523636136,4.366930213,2.678660397,1.573920647,2.733587338,1.213695297,2.490954846,1.063536284,1.628537324,3.296447568,0.054682203,1.044661652,2.311523956,-1.096988519,0.616674322,-0.869444129,2.618823882,1.327331053,3.411074093,-1.081734638,3.134065109,4.712941013,2.5509407,3.066750866,2.747167643,1.25179774,1.16245476,1.753353329,4.086719709,0.64373473,4.005246054,-0.24576388,-1.340313717,-0.790809501,-1.055511429,-1.429250554,-0.464789859,-0.547324045,0.2545362,0.475115441,0.107970294,-0.886831811,-0.574365712,0.525275873,1.221937952,-0.0797871,-0.012137832,0.900048089,-0.281831269,1.741211567,-2.070810548,-0.017967539,1.526088803,-0.582678663,2.078458493,0.616712787,0.603434983,-1.110848663,1.182129432,0.53749505,1.30719712,0.177271029,-0.565550252,-0.110122572,-1.304665911,1.088346565,1.046320679
OA,STS167,0.951506471,-0.513806423,2.709102237,0.612508619,0.71701391,-0.803338936,0.598785138,-1.097620978,0.739289541,0.893168054,1.369928422,-0.464078273,0.201596363,3.598417961,1.1245717,1.386557956,0.426897023,0.22813945,-0.79362798,2.225008227,0.336513322,-1.142363084,0.255329164,-0.287568411,0.042116351,0.47956622,0.653563206,1.035643349,-0.180295083,0.470505974,-1.568526935,0.09212384,-0.524968738,2.924605756,1.804422679,-1.173872138,-1.481405191,-1.239867981,-1.659335647,2.753955331,-0.766724805,0.633673495,-2.684259171,-3.209869733,-3.122593062,1.075593451,0.885118328,-4.232158482,-2.540071535,-3.221977958,-0.406503735,4.094326978,-3.658739137,0.902678727,2.408914854,-4.794584206,-3.925784833,0.962492747,-5.763543158,-0.477418373,-1.109983478,-1.502856432,-0.38109633,-0.722759079,-2.177917826,-3.552424654,-0.710385504
OA,STS168,-0.595090796,-2.335577574,-4.423435727,-0.196559836,0.269650623,-3.078132695,-0.276841821,1.299129947,-3.010857762,-0.716537169,-1.540490721,0.733084983,-0.415601911,-0.256266975,-1.303212588,-0.870225363,-0.509246024,0.713462504,0.183831458,-0.872739839,1.098599336,-1.181389797,-1.273197234,-1.283618209,-0.010054002,-1.200899479,-0.005224048,-1.067849484,0.546297195,-0.847926547,-0.509328844,3.561927136,-2.771369016,-0.350732136,0.537560688,0.85160881,1.196611109,-0.075147334,5.685097222,2.635704735,-0.805406014,0.311048304,-0.926755392,2.914560072,2.169962339,-0.745898038,-0.438302071,2.595448747,-0.022141275,-3.387620769,0.410108109,-3.010004682,-3.016620762,-1.071776898,3.135196877,-0.114682865,2.989242059,-1.213277439,-0.921704912,1.470851143,-4.656585109,-0.368918883,2.422487817,1.820800694,-2.20823414,-0.68071375,-4.240272869
OA,STS169,0.317245427,-2.973605269,3.632952957,-2.255092246,-0.412896688,-1.803074554,-0.565964376,-3.180983054,-0.215824823,-1.743982537,0.37084142,3.331802672,-0.759198616,2.149153669,-0.593926508,-0.587500653,-0.503462769,0.493810773,-1.855670671,0.697022439,-0.332213639,0.076432198,2.017209553,-2.892104332,2.775875637,-0.82327073,1.238234216,-1.335967512,0.541724989,-0.969390384,-2.614614613,0.193083685,-2.676003734,2.519090477,1.248780949,0.73014604,-0.032200349,1.317532157,0.690989733,-0.033082296,-2.642491762,0.258006409,0.300593244,-0.923378567,-1.992416265,-0.303609773,-1.604570241,0.049887421,-0.326312504,2.321220266,0.68324562,-1.31232657,1.751212939,-0.440424949,-0.675253912,1.108235054,0.564591248,-0.464183039,2.212639663,1.399230981,2.334394872,1.845760894,-0.851819991,1.76427055,0.173815858,0.96849788,1.071211823
OA,STS170,1.163004103,-0.605362493,0.932428327,1.456677293,1.271244674,0.398920769,1.294140008,1.940789734,2.754593816,-1.800863566,1.961927829,1.960025012,1.038430448,3.328087144,1.904112761,2.214212788,1.049846109,3.085249671,1.191537802,2.495321175,0.756058665,-0.754930445,0.459847801,-1.323198921,4.073860643,1.189847786,0.70748232,0.174904842,0.054590383,0.165109621,-1.116478036,2.417857981,1.325478942,4.420021551,2.065706408,-2.399951335,-0.922629006,-0.909879776,-1.790198469,-3.379320481,-1.766360878,-0.826186796,2.032619458,-1.186477072,-1.838205083,-0.960957437,-0.734317292,0.249448085,-0.212275941,4.156004332,-0.39604675,-4.615965918,3.257654057,-3.653525908,-2.896404896,2.849842521,-2.031561932,-1.318064831,3.194874165,3.497562309,-3.060841161,4.106946232,-1.922587629,-2.090458909,-0.984784437,-1.713850146,-3.43227369
OA,STS171,0.524213775,-3.195418974,2.834266121,1.579520823,0.556185495,-0.716696613,0.882302719,1.32126606,0.060050474,-1.539675701,0.926152028,0.948701659,0.267092385,1.861242794,0.689986089,1.186296963,0.425506135,1.712484679,-0.523618317,1.61567226,1.392727125,-3.184094021,-1.575085933,-3.822539516,0.668408643,-0.182695632,0.584857628,-1.996288996,-0.038707751,0.245331886,-1.498978161,0.179858549,3.216243848,2.690567986,2.242179473,-0.714266051,-0.956985891,0.150988566,-0.391916289,2.11663632,-1.86523104,-0.383363947,0.251661494,0.547169521,-2.885975789,-2.536734458,-3.273451867,-3.23980584,1.472218815,-1.63771359,0.400639472,0.72286449,-1.509677383,0.702032616,1.827782081,1.139820927,-0.769710985,1.228967906,-0.918584165,2.387869951,1.05542235,5.562864898,-0.971164455,0.822962125,1.584834742,-0.691168749,-0.106501517
OA,STS172,-0.179712234,-1.781267989,-2.082714695,1.274108835,0.96548507,0.780516742,1.023790587,1.14141666,-0.716187563,-3.027340153,0.965392846,-1.864189245,1.004506271,0.051937543,0.514609846,1.632855534,0.737708248,1.695515692,1.322449771,-0.68344197,0.878215645,-1.936647293,-0.488920774,-0.580973032,-2.220843994,1.009433581,-0.236520575,-1.554067403,0.447052658,-0.968032486,-2.322710031,0.292369531,-0.596827218,-1.178745026,0.244151484,1.409530711,0.876197845,0.727089485,-0.461531738,-1.670058435,-1.935661128,-1.855276452,-0.945043826,-0.324214523,-1.083080064,-1.356213604,-2.122168674,1.049683,-2.095957562,-4.13817431,-0.678050891,-0.464838501,-4.22399642,-0.992791547,-2.508098593,-0.698601737,-0.166283576,-1.367847522,3.168661623,-3.36716386,-2.490725614,-2.563419757,-0.669680377,-0.957093725,-0.942443872,-0.653167409,-0.490723025
OA,STS173,0.13127159,-0.447311574,1.96719429,-0.921554547,-0.463562884,-0.332857384,-0.631375872,-2.092470288,-0.174500011,0.020868447,1.57631851,-1.128460762,-0.797825241,1.46084297,1.496428085,0.348738355,-0.830819039,-0.944931213,-0.496942115,1.199254908,-1.057714441,-0.79758851,-1.552224654,1.125247553,-0.128622774,-0.461321475,0.274445598,-0.740310167,0.286637622,-0.329481284,0.916331766,-0.038105509,6.350789544,2.910672424,1.718034391,1.073714204,-0.471984288,0.012371251,1.536446616,1.319643365,2.600121381,-1.091272796,0.717761552,2.318562476,0.391242466,0.545401749,1.48297713,-1.156167309,3.675791375,0.65525321,1.36690954,1.975280558,0.587965636,2.813688064,2.806405417,0.542837204,0.520765304,2.445657669,0.627739429,-0.756096252,-0.004297638,0.343496205,1.325164023,0.991528619,-0.488228903,0.067256329,1.784951758
OA,STS174,1.687495752,4.314113929,-0.575241417,-1.261564419,0.888984739,0.370183928,0.920522029,1.367557239,0.944879683,4.019281909,0.541977258,0.806345976,0.439822894,1.370980148,-0.486737492,-0.310218946,0.774976126,-0.730876866,1.517405539,0.534489141,1.009897041,4.43327993,2.788548332,2.517918839,1.898142372,-0.297897653,1.10138564,2.142099214,2.167242026,1.410317922,5.735794762,0.367350368,0.753523773,1.087728645,-0.681646545,2.222326622,2.045633468,1.105661133,0.907103868,-2.462136505,1.13036672,3.598223552,0.768676091,0.653335287,-0.289184525,-0.477447149,1.236723231,-0.536104323,-0.712790369,-0.488905624,-1.067851236,-3.317739774,-0.693006421,-1.47209244,2.940376669,1.59042407,-0.359025468,-0.514741944,-0.104487654,2.803127966,2.386186671,-2.348383952,-0.74219279,-1.836770938,-2.262922558,1.001440997,-0.100501681
OA,STS175,1.056867739,-0.862857961,1.434427473,1.812851487,0.996235049,0.825297575,1.00229697,1.986821356,0.735138542,-1.102446604,0.225839606,3.689021465,1.002004423,0.528912909,0.206015935,-0.855027897,0.851419632,1.658940483,0.656580064,0.098947802,0.778044426,-1.254939359,-0.317585803,-1.938388071,1.192944266,1.364794063,-1.244515362,-0.748777839,-0.471269626,1.104304356,-0.734216541,-0.324564716,4.206113856,0.761812932,0.329050506,-1.331746998,-1.023245551,-0.912597412,-1.495949427,-3.38484396,-2.275422155,-0.812695119,-1.494172078,-3.272774932,-2.659842704,-3.096190485,-2.372772112,-2.129013814,-1.202311207,0.456338963,-1.747485385,-4.595720412,0.171045325,-3.44629811,-3.42773634,0.200465406,-1.557940674,-1.289742882,0.626384806,-1.426900524,-3.205838626,-0.543526567,-1.825170526,-1.179304245,-2.198923328,-3.472899742,-2.689047217
OA,STS176,-0.503276634,4.327177713,1.573093461,1.914646692,3.556352884,2.038726287,3.454475546,1.847501904,1.30525459,3.117202886,-1.263305207,0.978703637,3.108606155,-0.912179494,-0.249108201,-1.238591482,3.549814064,1.364377773,1.767278969,0.405851157,3.401873178,3.384485091,2.584888811,1.597009697,-0.132135641,2.712867833,0.292213343,1.900456951,1.960393456,1.270339739,4.744908005,0.361194772,-1.53586191,-0.185512227,-0.993659369,-2.281483019,-0.709125802,-0.108401252,-0.780918127,-2.955030978,-1.071693413,-1.339684799,-2.784536275,-1.520503047,0.674704168,0.319823827,-0.739899836,-0.791833789,-0.78508851,-0.876160792,-1.341508682,-0.090655348,-1.942142263,-0.322493127,3.570952481,-1.504505702,-1.140546158,-1.716178845,-1.408366265,-2.836290496,-1.017402621,-2.822456617,-0.111201995,-1.058924868,2.024513941,-3.979846953,0.256217032
OA,STS177,-0.796419601,-3.285335171,-4.824024715,2.484442751,0.970071957,-1.130880854,0.751613476,-1.453170707,0.576627257,-0.41678808,-0.025652465,0.041439332,0.712296709,0.641647031,0.520248629,1.420611632,0.727127287,2.388186379,1.185325737,-0.276697619,0.737271046,-1.77385567,-0.381465932,-1.160143816,1.043578039,-0.56299221,0.234407431,-0.300308065,-1.379942177,-0.60306224,-2.751728443,-0.160039279,-3.40866799,-1.017838101,-0.673113903,0.691774076,0.912243607,-0.501539388,1.009212263,2.245241299,0.369719181,-2.700514748,0.737915149,1.375826548,-0.621804392,0.044432299,0.061386246,-2.291480723,-0.753168047,4.198876888,-2.008397302,-1.542525366,5.057224662,0.049885344,-0.881902334,4.389251252,0.80333803,2.068684414,4.358793967,-2.791720558,1.738893907,-3.107328364,1.247398921,-0.528048016,-0.222214286,-0.705962317,-0.740620792
OA,STS178,0.004523698,-0.478899803,-2.225322589,0.637459171,0.072074105,0.540513731,-0.06192605,2.004617431,0.830883361,0.663924208,0.77815266,0.901183413,-0.368869301,1.259666227,-1.211227208,2.846128265,-0.282509755,2.489843568,0.386963671,0.754300553,-0.813464666,0.143226863,1.58542567,0.663898814,-0.518619855,0.136699895,0.977103869,0.898008495,0.205883881,-0.238743019,0.942798775,0.352200498,-0.288072276,0.924917205,-0.246828738,-1.780515544,-1.479229464,-2.051092978,0.031473692,2.022742943,2.261571829,-2.366397408,2.27877985,-2.12317838,-1.286300563,-0.037420896,2.011707185,-1.545106128,-0.887972773,5.241600901,-0.735347402,1.623239722,5.277467379,-0.98631571,-5.097734702,6.00131619,-1.257009722,0.474837358,6.438101494,4.310260454,-1.137060614,4.645683729,-0.623991153,-3.085066217,-3.617586951,-1.620448604,-0.855098825
OA,STS179,-0.124088376,0.443267081,3.126605642,-0.155128384,-1.197899041,-1.391195033,-1.373787257,0.256491041,-0.623079988,0.388426002,0.917681161,1.225329005,-1.827543503,1.896830882,1.112574407,-0.573498259,-1.003236398,-1.326568271,-1.683585562,1.976675329,-1.340360069,-0.766974818,-1.114621945,0.534576666,-0.172906945,-0.825570799,0.176091768,0.189112864,1.185126277,-0.337926298,-0.170143735,0.41110835,1.857065852,2.780739783,2.907882608,1.49363454,-0.753319129,0.492679896,-0.264971745,0.838994435,-1.299362214,3.364272292,-0.35074496,1.612157019,-1.239546226,-1.333006402,0.225526606,-2.588305711,3.79310392,-3.07376067,0.801939879,-1.176831979,-2.834075514,4.569818433,-0.220296726,-2.258334117,-1.259768528,3.443061823,-2.374790387,-0.796785161,-2.903759442,-1.287047754,-1.723736644,1.004039009,-2.245601231,0.307949764,4.222262827
OA,STS180,-1.127447425,4.82932436,1.869474008,0.226643983,2.065950337,1.565887786,1.922541813,0.052116585,1.040016264,4.054206241,-0.327872533,0.905682242,1.902985391,-0.912144473,0.50658846,-0.921717536,2.096254164,0.498229761,2.547848676,-0.364658367,2.226785385,4.4520555,3.218582097,3.99532584,3.743485144,1.747171864,0.602626967,2.722104583,2.453427185,2.285520368,5.066475238,-0.182409731,-2.678065637,-0.286076458,-0.941418702,0.120634371,0.311589108,0.198819365,1.124137042,-0.771025668,-2.014719536,1.730105771,-1.530248798,1.839001353,0.388194043,0.114867936,0.219504232,-0.86529307,0.303088222,-0.831897345,-1.519122543,0.344905072,-0.905047221,0.697665871,4.057361621,-1.608179009,-0.205250386,-1.696660708,-0.584843319,-2.086867693,-0.569652241,-1.295278607,0.516518769,-1.083271817,-0.698615959,0.747704759,-2.094991355
OA,STS181,1.564739373,-1.95317123,0.794938871,-0.141539878,-0.380090308,1.073276821,-0.634187443,-1.386739633,-0.842042041,-1.522505456,3.072828403,0.253183063,-0.31683012,2.039434954,-0.037386425,1.865864816,-0.67164532,-0.076972269,-0.252528863,3.376453262,-0.353678727,-1.410497834,0.798605795,0.339267079,5.72603747,-0.452328024,0.560258711,-0.57971333,-0.696783206,-0.455584265,-1.965626985,-0.061161017,0.267696161,1.01956537,2.946085129,0.914892604,1.060178888,-0.38097295,1.117758959,0.717515756,-0.550508343,-2.050223,-0.462329989,-1.814716588,-1.35754212,-1.116743208,-1.302494752,-1.289684053,-0.92378095,-0.019125799,-1.808059056,-0.663590132,0.419725472,1.26031202,0.703285898,0.304932807,-0.486628985,-1.237734532,-1.027151895,-2.135070274,-0.996464105,-1.534084261,-0.943283347,-0.030298528,-0.277696332,1.118011563,-0.429907741
OA,STS182,-0.94535435,-2.647189199,-1.151503087,-1.03009006,-1.171834953,0.360362447,-1.178413411,-2.054020336,-1.837281239,-3.185749793,0.480746581,-1.47852676,-0.917768139,-0.152455593,-0.67711008,0.610725319,-1.405803119,-1.179300064,-0.912880967,-0.386765691,-0.775296287,-1.987806319,-1.935588805,-1.078489555,1.783824565,-0.209649674,-0.093439595,-1.235445107,-2.078871344,-2.287546666,-2.357724877,-1.485317999,-0.260810743,-2.210607995,1.009683745,1.027532022,1.123171573,0.779980229,3.14658456,1.62910926,1.665915089,2.517073203,2.973220468,0.095213108,2.419834594,-0.70789352,-0.578873933,2.972693337,0.93283687,4.085645441,-2.060952387,4.169447969,4.315355677,6.534211082,6.062865487,3.131723615,4.039865391,0.473415983,3.384263621,3.472600477,4.034786244,4.371951414,2.350447687,1.1784474,3.41574313,2.530730886,4.575035971
OA,STS183,0.963050078,-0.445068071,2.715661261,-0.370824057,-1.124775255,-0.880116367,-0.77157207,0.914311102,1.48487261,-0.49627016,1.993390152,0.883744362,-1.500945222,2.769361674,1.97937297,1.129677443,-1.401491831,-0.867565262,-1.002976197,2.153523556,-1.929125047,0.715810994,1.631006615,-0.408438816,0.570876107,-0.676660066,1.355882671,0.556030475,-0.100445087,1.917264405,0.219251931,1.732157063,6.317196641,3.580439814,2.1127908,-2.384909829,-1.703254625,-1.188674659,-0.884792845,-0.387682469,0.174659222,-1.009260253,0.685973204,0.765665593,-0.942659101,-0.194337425,0.786312089,2.924955696,-0.512936828,2.721834928,-0.006579724,-3.464557185,3.641496536,-0.454489268,-3.115131658,3.985433904,-1.160029576,1.251908062,3.974441925,1.673444168,-3.03391836,2.291289401,-0.772091643,0.371402783,-1.430263638,-1.341390785,0.092251338
OA,STS184,-0.399102484,0.448650706,-1.288896955,1.478156698,1.7829795,0.226293153,1.885422146,-2.042718746,-1.307853813,-0.60008837,0.413045868,-2.471359397,1.65007729,0.527920881,-0.548225846,-1.321751285,1.975964726,1.300828603,1.20790493,-0.898266091,1.632973088,-0.221998577,-0.229490939,0.619065364,-1.758808686,0.571914493,0.242271486,-0.64706325,0.356491234,0.549891053,0.357251869,-0.402186007,-0.501707196,-1.255849653,-0.164639817,0.952544088,-1.310726105,0.223341938,0.47315048,-0.138593574,-1.636751754,-0.843705654,-2.005556156,1.161916449,-1.928669177,-1.430486834,-0.899113415,-0.165737013,-0.824015117,0.217866299,1.006647493,0.09137331,-1.45206734,1.314377256,0.404552197,-1.587877326,-2.01782683,-1.851869521,-0.192873527,-0.816988739,-3.452696005,0.044331961,-0.655011831,0.065507526,1.419816316,-0.180698364,-1.237059336
OA,STS185,-0.06856583,1.20545451,-0.05160867,-0.92460067,-0.721633948,-0.472747961,-0.174301314,-0.384109331,-1.216841063,0.210554781,-0.107636293,-0.18708432,-0.518119143,0.127974292,1.207767285,-1.350936422,-0.54379303,-1.020253841,-0.740843865,1.20817426,-0.270251731,1.116169944,-0.6119981,1.05604175,0.511095816,-0.94960902,-0.669887634,-0.27767822,-0.044589634,0.133964771,1.791551376,-0.532667454,2.561888356,1.541094482,0.462257044,1.048098936,-0.064230606,1.387042262,0.829544216,-0.796032004,1.777436928,1.01493046,1.772185602,3.3341908,0.544184511,0.762427468,2.04940563,-0.622451731,1.295408503,3.432026183,1.700873262,4.073243796,2.565727167,4.980079049,5.0462036,1.661582178,-0.17967604,2.141702137,2.22414258,4.660573699,0.819766204,3.808548091,0.845985015,0.095357452,1.513791453,0.408152157,2.408246292
OA,STS186,1.05155239,0.946234999,2.792123522,0.3261718,0.248990896,0.025064387,0.047926949,1.509731372,0.082143568,0.705537264,1.372772019,1.220622404,0.018693318,1.836195554,1.518084737,-0.369149312,0.081163159,0.733195158,-0.882970692,1.172112477,-0.433888593,0.873942552,-0.352016615,-0.664828003,1.963273851,-0.092959237,0.659755473,0.679949102,1.22744353,-0.546012059,1.188518767,1.256227878,1.302316855,2.156169792,2.431894159,-1.354251134,-1.915664434,0.031301042,-2.055905022,2.806944954,-0.330188896,0.296874346,-1.802053732,-1.701006185,-0.022098431,0.853994333,-1.003317517,1.843810479,2.668337151,-2.917414199,-0.617492292,-2.332911119,-2.263025647,-2.866857404,-2.425796477,-1.041781907,-0.994313121,-0.560810396,-2.852749341,-2.359271746,-3.60415228,-2.791175787,-1.033605692,-1.066642852,0.630422093,-1.311825487,-2.674448447
OA,STS187,2.283498307,3.942540716,0.788144092,0.915539038,3.228505642,0.50434922,3.121711721,-0.240132686,2.24608848,3.805566546,-0.208810895,0.879345762,2.704601845,-0.209331073,0.115450286,0.385756393,3.155080126,0.510597499,2.610995638,-0.697688062,3.172169109,5.1380073,3.036995278,3.918126841,2.189749664,1.902998102,1.515965599,2.196095654,2.862190249,2.701322129,5.197727157,0.587113141,1.494685879,-0.521958193,-1.404995296,0.389027467,-0.309163696,0.609279367,1.976013603,-1.452224882,-1.029649862,3.263760893,0.600813298,1.032341533,2.724435878,-0.822265141,0.406636697,-0.595518109,0.468785289,2.309914631,-2.350247166,-0.02872941,2.347418424,0.706549295,1.014988274,1.286056014,2.204095349,-1.921704327,1.980779066,1.757179606,1.740568214,1.732152533,0.922912258,-0.257376798,0.02433929,0.641578275,0.264252925
OA,STS188,-0.171588771,0.018187208,-4.567757702,-0.085555485,0.099546207,-0.201426984,0.132960615,2.127403925,1.79365525,0.778247501,1.480240583,0.264055035,-0.195996063,2.276439812,-0.094157853,3.845172695,0.094909489,1.197009078,0.311550199,2.320172536,-0.529987486,0.198817155,0.311531801,0.094420374,-0.905479456,1.469531963,0.217000987,1.295944844,-0.802783721,1.746869103,-1.285111025,0.990038015,0.510975204,2.517072049,1.533082918,-2.409726616,-1.656879977,-2.112734087,-0.347536199,1.69508143,-3.038490438,-1.725112935,0.267291325,-1.725331121,-1.235242962,-0.845702049,-1.947018626,1.548930671,-0.904937621,2.280690345,-1.212423233,0.740337937,1.375858881,0.005398315,-3.592147857,0.669332654,-0.683554665,0.006673844,1.794968945,1.537984557,-1.42994724,1.003793808,-0.334919027,-1.920154144,0.792667379,-1.531919523,-3.049091402
OA,STS189,0.376784917,-0.917449296,-2.227317882,0.514267936,-0.320973352,0.860327737,0.496934956,-2.791432997,-0.491339205,-1.423113252,1.853442608,-1.425409777,0.233690501,1.664711148,0.421191045,1.479232203,0.422932379,1.493711888,0.595096082,-0.227630106,0.41418724,-1.646183437,0.31233825,-0.480148658,-2.060590507,0.679160092,0.264117638,-0.195592209,1.127172121,-0.350205044,-2.816369882,0.040318568,0.072096032,0.007107443,0.936192839,0.980553046,0.54271579,0.353003178,-0.1405622,-1.270809501,-0.860717872,-0.756033858,1.1278727,-0.966144778,0.523413246,-0.893615846,-1.815034869,-1.192173104,0.516585026,1.403640321,-0.499538809,0.521847342,1.146747899,0.820089782,-0.404546082,1.472475394,-1.374513148,0.161695182,1.547372437,0.558833357,3.108977729,1.90854356,-2.47154827,-0.489874183,0.15442839,-0.517345748,0.864946595
OA,STS190,-1.804111555,-0.163298996,0.016727024,-0.28514831,0.035714549,-0.019745311,0.529859733,1.43479058,-2.019294651,-0.691310033,-0.376962335,-1.320531299,0.110011256,0.200522076,0.188696558,0.119980516,0.110011256,-0.773859125,-0.286488983,1.433399643,0.481576625,0.448851312,-0.560588041,-0.501805421,-0.037859636,0.747773948,-2.025956643,-0.265867403,-1.862458743,-1.850300994,2.180880824,-1.300012453,-0.719730495,1.869199139,1.408426506,0.092204433,-1.231952917,-0.622816459,-0.223222755,1.97031484,0.324545006,3.410106319,0.920592747,3.659209134,0.724316844,0.943032847,2.272691213,3.104663529,3.095828369,0.27127936,2.091003258,-1.477602095,-0.280004124,2.935604082,-0.272394719,-1.226244466,-1.015029713,2.989180242,-1.752652205,-1.740213176,-0.305723035,-0.710738862,1.191442808,1.690773832,0.955171088,1.582953327,5.097890407
OA,STS191,0.185276622,1.559197466,2.056646781,3.523128041,1.993896341,1.473904654,2.166991954,0.482757047,-0.234637464,-0.666347293,-0.525401533,1.184118897,2.210369619,-1.178107135,-0.705563232,0.012996004,2.437765612,1.168825919,2.934015453,-0.154039029,2.260158053,1.038965496,-1.404434305,-0.153447329,-1.2479502,0.973571679,0.536432551,-1.243598881,1.616162031,-0.578076349,0.837178278,-1.58739599,-0.41849268,-0.929726479,-1.095665286,0.552605294,0.76807207,0.157503309,-0.323728784,-0.637401416,0.27683424,1.670035665,-0.398794896,-2.488729447,-0.290983508,-1.045957152,-1.075460417,1.335595463,-1.010960612,-0.267594105,0.528927502,-0.008428887,-1.219204601,1.854503935,1.464574348,-0.028093456,-3.557330743,-0.783345168,-1.332791237,-2.266262689,2.463149903,-0.241658065,-1.500318047,2.675372989,0.312460831,1.715800278,4.021894575
OA,STS192,0.125040472,-2.885663003,1.964812214,0.206777429,0.850818243,0.329649959,0.741809816,-2.188205218,0.714501993,-1.942060735,0.286562226,0.462116747,0.592914693,1.633989511,-0.034081892,1.804828326,0.755208404,0.353120828,-2.203768644,1.702792364,0.653616615,-1.288943846,-0.019070277,-1.60877998,1.060281475,0.358519349,0.216340379,-1.189988048,-1.621303993,-1.306249258,-2.653509894,1.193666235,-0.414409834,1.858294952,1.578402524,0.166360899,0.106287121,0.84624905,2.123712909,3.726982196,-3.216710358,0.850455722,-0.488583772,-2.012358098,-2.171036384,0.218945195,-1.964396171,1.168413549,-0.993833898,-0.635981872,0.433290662,-0.873016706,1.245382641,0.197969439,0.072731521,0.039624379,-0.714085103,0.834814019,0.94803128,0.167702749,-3.759311967,-1.167401544,0.102224539,0.541802568,-0.273655898,1.291664863,3.016311774
OA,STS193,2.585840075,3.988494135,1.237612742,0.804798039,0.671043771,0.851938923,0.717759827,-0.27380807,2.019571896,4.491770415,1.133576428,1.580807277,0.692130769,0.283761176,2.652189309,2.80346982,1.045483284,0.26585607,1.385433314,0.39995322,1.165799738,3.787445596,1.377286318,3.923849062,2.653487566,0.28514246,2.386727899,2.9092846,2.259816947,1.239683631,5.352297823,2.185533804,5.014027576,1.656813706,0.223372726,-0.384511047,1.509187084,0.003504564,-0.768232537,-0.953405861,-2.181030172,3.005057366,0.795874025,-0.287832639,1.368996943,-1.136686466,-0.892177706,-2.119574966,0.639227964,0.242096305,-2.283963213,-1.699288941,0.611105848,-0.989302976,-1.326096523,0.897924341,-0.184967589,-1.349000871,0.625595562,-0.291142138,1.743590765,0.050682971,0.120561416,-0.614939407,0.480687495,-0.240920905,-1.605663353
OA,STS194,1.029774231,1.884333297,4.062932283,-0.981533995,-0.918014768,-0.602899779,-0.712721169,-0.320913364,0.342813493,-0.991178151,1.017684196,-0.444364458,-1.231514218,1.741262481,0.206614506,0.479358294,-1.463672744,-1.011763873,-2.1493594,0.528409405,-1.772261404,0.187012559,0.627693155,-0.213149917,-1.426680652,-0.274227625,1.361336526,0.494466402,-0.745538537,0.482834951,-0.262578996,0.646823179,2.729454557,1.687733046,1.793888133,-1.122747664,-1.627963098,-1.117562586,-0.090068422,1.935831729,1.043834286,-1.198577273,-1.06552667,-0.211922193,3.051924087,2.827574164,2.422899395,0.462169765,1.297358499,-3.18949745,0.070929561,-2.650693715,-1.241747475,-1.38065726,-2.941221959,-1.9850931,-0.470857496,1.839639294,-2.62063276,-1.599923264,-3.571311845,-1.209468503,-0.291380437,-0.189962364,0.107808916,0.046824877,3.224004029
