"Groups","ADGRE5","MYLK","CDKN2A","CDK1","MCM4","HMGB2","MCM6","RNPS1","GBP1","MYL9","LCP1","CBR3","MCM3","AIF1","B2M","IL4I1","MCM2","KPNA2","FEN1","CD163","MCM7","SLMAP","ITGA5","SMTN","FABP3","NASP","PSMB9","MYL6","RBPMS","NIBAN1","MYH11","WARS1","MZB1","FOLR2","CTSC","ACADVL","NDUFA9","SUCLA2","THBS4","IGF2BP2","CLEC11A","PRPH","MYH7","ASPN","FMOD","COL12A1","OLFML3","TUBB2B","FBLN5","MB","CPXM1","KRT18","CKM","KRT19","KRT8","MYLPF","COMP","CALB2","MYL1","MYL2","EEF1A2","MYL3","THBS3","FDXR","MDK","MACROH2A2","CRABP1"
"AYA","-1.22785749","-0.53696848","-2.31491286","-1.18718429","-0.96620368","-1.63009850","-0.58261126","-2.54212533","-0.13088554","-0.33235556"," 0.76290012","-0.64521748","-0.33041858","-0.19114852"," 0.28173277","-0.13669100","-0.80473213","-0.57141365","-0.28560799"," 0.87166240","-0.75164718","-1.59121150"," 0.04044903","-1.54200353","-1.53433613","-0.92794536"," 0.01308230","-0.14748883","-1.25274030","-0.26620469","-1.70277367","-0.31878515"," 0.29304366"," 0.32348457","-0.25891457"," 1.79697003"," 1.49048306"," 0.69024069"," 2.56696652"," 1.28690344"," 3.01465223","-1.05131409"," 1.04647577"," 4.03860355"," 2.27506528"," 3.12496991"," 1.30143195","-2.07580012","-0.38729404"," 3.35321599"," 2.70197285"," 6.85920300"," 3.04366634"," 2.38608329"," 6.43605050"," 2.57251569"," 2.44340469"," 1.21769423"," 2.03481085"," 1.27531378"," 0.81125023"," 0.82763228"," 1.35578902"," 1.40376194","-1.10921653"," 0.43857319"," 0.46521612"
"AYA"," 3.284438832"," 4.398711035"," 1.510253929"," 0.128663337"," 0.473964903"," 0.815529308","-0.010354489"," 1.716178796"," 0.790207436"," 4.299924924","-0.220957059"," 0.827876543"," 0.354327572"," 0.399807020"," 1.946916941"," 0.181096749","-0.007700623","-0.225057484"," 0.313770834","-0.716412634","-0.171384391"," 5.374098554"," 3.146434450"," 4.353736020"," 2.994078212"," 0.682279102"," 1.036380784"," 2.922735439"," 3.892995618"," 1.478580615"," 4.411631022","-0.081487162"," 0.693812972"," 0.644748482","-0.266344980","-1.047102320","-0.700699636"," 0.411126019"," 2.102584671","-1.152931868"," 4.685328474"," 2.949675092"," 0.856389868"," 3.540487123"," 2.877767688"," 1.388369491"," 1.576993835"," 0.489219630"," 3.241743179","-1.942644012"," 0.286119183","-1.458085920","-2.693264255"," 1.224005407"," 0.480009679","-3.170578591","-1.361775594"," 0.444193597","-1.626370659","-4.459518601","-2.494053583","-1.548686723"," 0.505568347","-2.169848852"," 0.831548159","-1.089254726"," 2.298903365"
"AYA","-1.81021739","-1.35811806","-0.61795119","-2.82827076","-1.90624347","-2.08901703","-1.68467681","-1.79609862"," 0.64494920"," 0.23353250","-0.87931120","-0.92288096","-2.05650256","-0.67748101","-2.51312848","-1.70456223","-1.59562621"," 0.09357687","-0.99812098","-1.23961321","-2.01637421","-0.49369690"," 0.02359723","-0.19042416","-2.31795997","-1.10411121","-1.35964758"," 0.08998942","-1.05535688","-0.08487821","-1.72915027","-0.86783207","-2.25380667","-1.20692658","-1.36897759"," 0.56333294","-0.23747476"," 0.10855372"," 4.80832403"," 2.28717646"," 2.46876525"," 0.25176531"," 3.22847538"," 4.55678728"," 2.45836011"," 4.62583395"," 4.50117540"," 2.64983303"," 1.74165218"," 4.52022013"," 4.29351797","-0.94796139"," 4.29241512","-0.26982898","-0.29385172"," 3.80890424"," 4.99468218"," 4.87198773"," 4.22616241"," 4.02043489"," 1.03694414"," 3.91121584"," 3.93153181"," 0.59025326"," 3.96210449"," 1.50599773"," 0.70811501"
"AYA","-3.28074484","-2.11805175"," 0.32656379","-2.47246838","-2.64406818","-1.91693893","-2.57740465","-1.65742352","-0.66362731","-1.07233026","-1.72184203","-1.16478462","-2.18321183","-1.73099615","-2.46205991","-2.77221191","-2.09875490","-1.06406299","-1.34845920","-1.73780890","-2.10164817","-2.08694030","-0.78360104","-0.03416500","-2.60003020","-1.64003664","-1.72534327","-0.54608286","-1.12105484","-1.11476715","-2.21807533","-1.78721784","-1.35407959","-2.18027224","-2.21482645","-0.76027128","-0.46350642","-0.09938942"," 1.55740416"," 2.19885905"," 2.07572237"," 3.18124183"," 2.08058435"," 3.95204954"," 2.19658941"," 3.08501776"," 3.67286458"," 1.15353659"," 1.50466016"," 1.50208756"," 1.87361077","-2.47378344"," 2.19717943","-2.09730976","-1.11094899"," 0.95568036"," 2.95513935"," 3.47479704"," 1.48799779"," 1.60065875","-0.20486505"," 2.78626827"," 1.90591920"," 1.02988774"," 2.37516709"," 1.61127175"," 3.93954948"
"AYA","-2.22824814","-1.88969821","-1.10678490","-0.88637834","-2.36904694","-2.40297026","-2.23817047","-1.70769275"," 0.29723723","-1.32518127","-2.41024954","-2.47344977","-1.69586488","-1.60796465","-2.37402671","-2.01653355","-1.33380184","-1.20514673","-1.00978154","-1.79348773","-2.23863058","-1.03828968","-0.13110409","-0.73984158","-2.94139053","-1.05424107","-2.10092108","-0.71273218","-0.86752685","-1.75455760","-0.76048917","-1.41073064","-2.01402995","-1.53178769","-1.31979048","-0.40325133"," 0.42633592"," 0.04650107"," 0.80993304"," 2.53529264"," 0.64397869"," 0.45130583","-1.05769248"," 3.52721278"," 2.81015455"," 4.11387028"," 3.46976034"," 0.96290496"," 2.45681148","-0.88207331"," 2.59626534"," 0.93699181","-1.36894493"," 0.96550778"," 0.65154379","-2.57376310"," 2.32418748"," 3.01828327","-1.29943559","-1.39866083","-0.65540699","-0.22240043"," 1.99677578"," 0.75099724"," 2.80125533"," 1.81988544"," 1.71461547"
"AYA","-2.76170158","-2.18687864","-1.33164778","-0.40544717","-0.43791693"," 0.36383113","-0.49111855","-0.94469558","-2.35474245","-2.12879663","-1.72297840","-0.49367349","-0.17278258","-1.10157221","-1.15799785","-0.57450173","-0.70661861","-1.61653487","-0.77478740","-1.54752142","-0.32149614","-1.03324407","-0.90758903","-1.67945298"," 0.05043019","-0.29230617","-0.23377938","-1.55467410","-3.18290291","-1.13715513","-2.08858114","-2.32692298","-4.72072242","-0.40860902","-1.60227012"," 0.57650129"," 0.28637602"," 2.35711416","-0.39346880"," 1.33259736"," 0.28745888"," 4.21090164"," 4.39231846","-0.59994309"," 0.10592625"," 0.70739994","-0.40857598"," 2.14481995"," 0.22259724"," 5.66559343"," 0.12076853","-1.08811833"," 4.76151239","-1.40584437","-0.71737924"," 4.12996324","-0.19536444","-0.94215600"," 5.27178768"," 5.00057280"," 4.29036112"," 5.77200169"," 0.43054798"," 3.30954497"," 1.57174077"," 3.32625415"," 5.55867788"
"AYA","-0.01304173"," 0.96390515"," 2.46611958","-0.07141276","-0.84377614","-1.18406804","-0.87430353","-0.34448826"," 0.40779250"," 0.60507798"," 1.69730313","-0.13111853","-1.30254898"," 1.60276941"," 0.93327539"," 3.10911880","-0.53667611","-0.77330855","-1.71165795"," 2.10309289","-1.19671098"," 0.67191800"," 0.73411082"," 0.66596149","-0.55861409","-0.94527073"," 0.77166066"," 0.15438172","-0.11554471"," 0.11753285"," 1.10861975"," 2.20196266"," 1.52219469"," 1.74762722"," 1.86566591"," 2.05206906"," 0.12437504"," 0.61051476"," 1.90578402"," 0.68489609","-0.81621325"," 2.77472532","-0.91653655"," 0.60804469"," 1.40510533"," 1.53567227"," 0.70728908","-1.35225725"," 0.12062655","-0.59540224"," 1.55694921"," 1.17460998","-1.57718611"," 4.43454426"," 1.55043412","-0.45636833"," 1.91983563","-0.47714606","-2.42859179","-0.78823677","-1.86299097","-2.79157150","-0.38348167","-0.72329819","-2.08954323"," 1.40268086"," 0.06831442"
"AYA","-2.218209018","-3.663188161","-0.789454503"," 0.195530208"," 0.444365873"," 0.791854033"," 0.575611971","-0.863438421","-2.972722826","-3.727897723","-1.461949206","-2.294364037"," 0.530290219","-1.508506298","-1.963136373","-1.239224078"," 0.532220181"," 0.347883495"," 0.401788698","-1.216015403"," 0.558539055","-1.056438909","-2.384211857","-2.655402137","-2.099606600"," 1.159797334","-2.439443963","-2.151759323","-3.583669935","-3.068647627","-2.221037732","-1.530590108","-2.089091825","-1.494525969","-0.670303081","-0.236425001","-0.057345509"," 0.908582846"," 4.572154708"," 3.554267139"," 0.113444389"," 3.189899987","-0.608672265","-1.389173924"," 1.055814457"," 3.171369911","-0.831240820"," 1.282212963","-1.288819132","-0.686252753"," 0.589203532","-0.761465307","-0.006712378"," 1.664726581","-0.366543881","-2.500859582","-0.795268999","-1.157056606"," 0.219739906","-0.078268618"," 2.523568319","-1.285131168"," 2.131831573"," 0.682732706"," 2.896611441"," 3.854488490"," 6.713869586"
"OA","-0.521069933","-0.316934035","-0.798314959"," 0.644867044","-1.868551766","-2.432713062","-2.267737384","-1.386979054","-1.406268202","-0.341921294","-0.609736391","-0.470548777","-2.503271286","-0.803177015","-1.738438163","-2.162427003","-1.666115955","-1.628648669","-1.892077201","-1.231278137","-2.380119740"," 0.014746368","-0.661768025","-0.996980152","-0.466626281","-1.823883005","-0.722089556","-0.641520044","-0.591394259"," 0.478403238","-0.093061814","-1.369419720"," 0.735834969","-0.714591794","-0.859371004","-0.005799734","-0.002991124"," 0.196086112"," 5.812215198"," 1.328249117"," 2.025248379"," 0.303923509"," 3.539295200"," 5.021961112"," 4.423166038"," 3.651942597"," 3.481152206"," 1.716782624"," 1.458699903"," 6.718955705"," 1.405863724","-4.462326654"," 7.182317199","-0.626164307","-2.208816396"," 7.530412253"," 5.655943972"," 4.467228678"," 7.352330557"," 6.792326007"," 2.747276156"," 4.326458158"," 3.300833066"," 0.652207386"," 1.542032859"," 0.139569859"," 3.810634512"
"OA"," 0.18604175","-1.11035276","-1.12677572"," 0.11347188","-0.19923978"," 0.28490320","-0.36560931","-1.51974803","-1.43819352","-0.84886926","-0.67784408","-0.37003981","-0.18878128"," 0.20795870"," 1.28619574","-1.95679893"," 0.24531962","-0.83887398","-0.14664020"," 0.63701520"," 0.34688352","-2.50763360","-0.07372792"," 0.05372321","-2.31136384","-0.41192735"," 0.06310491"," 0.48032369"," 1.98585122","-0.96009679","-1.14004014","-0.53338809"," 1.79925302"," 1.33947494"," 0.59157555"," 0.63218949"," 0.26789875"," 0.19762148"," 0.88733900","-2.44647077","-1.14956858"," 0.11957079"," 0.12321705"," 1.13331888","-1.07504903"," 0.36304430","-0.29295903","-1.80930491"," 1.84036501"," 1.14068002"," 0.01168906"," 2.48587801"," 0.88558618"," 3.89134268"," 4.19248275","-0.37884297","-0.14535690"," 2.10739521"," 0.26855364"," 0.54596654","-1.85281858","-0.03094007","-0.40728305","-0.66571607"," 0.96656734"," 1.09383455"," 1.79449211"
"OA","-2.86839477"," 0.10666235","-2.51979179"," 1.05444032","-2.79719271","-2.52329580","-2.67589538","-1.48306327","-0.44886878","-0.20549141","-1.23338971","-1.34219155","-2.29301850","-1.16814029","-2.31930803"," 1.76081693","-2.62316768","-1.53714070","-1.50142970","-1.78827753","-2.77398281","-1.25334959","-0.41310731","-0.62251153","-3.54463473","-2.13056627","-2.09796681","-0.89555163","-1.37888348","-0.19988553","-0.20621455","-1.76736966","-1.95566906","-1.98926764","-1.95588904"," 1.08567884","-0.69671444"," 0.49908518"," 4.56901722"," 0.01863880"," 2.58585176","-0.94866655","-0.08215088"," 4.38664972"," 3.09283509"," 3.51238150"," 4.82748927"," 1.69693225"," 1.21571024","-0.74473657"," 2.66176222"," 0.90315854","-1.08240168","-0.91432616"," 2.01069922"," 0.22219463"," 6.09057265"," 0.29936363","-0.10780807"," 3.83165234"," 1.89512336"," 0.90664293"," 5.94346976"," 0.55137379"," 1.30407860"," 1.08547888"," 1.02575305"
"OA","-2.73082887","-0.81153015","-0.76507167","-1.23850051","-1.41769846","-2.40389675","-0.34146396","-1.06656021","-1.39268487","-0.30459886","-2.80661526","-1.76343377","-1.41056975","-1.81306921","-1.99204384","-2.52642458","-1.12921470","-1.05082871","-0.90344294","-1.86428578","-0.45102992"," 1.02957314","-0.30003122","-0.10626061","-2.20320934","-1.14743042","-2.32240451","-0.52098673"," 0.41298046","-0.64103846","-1.13217102","-2.16260595","-3.75135449","-1.66756916","-2.36005701","-0.01864537","-0.05898255","-0.34484136","-0.35408851"," 2.67982701"," 1.30186789"," 3.37918840"," 0.09021633"," 2.13777978"," 4.25330279"," 3.01726278"," 3.30234967"," 2.37822388"," 2.94996226"," 0.15731098"," 2.50603190"," 0.59591520","-0.10366961"," 0.82823694","-1.86890191","-0.22265877"," 2.54907841"," 2.14341599","-0.30875432","-0.48352245","-1.29621047"," 0.18614909"," 1.87692083"," 0.86286046"," 2.37583948"," 0.84638826"," 5.20944880"
"OA"," 0.52031403","-1.82881753","-1.49536705"," 0.28448477"," 0.03226449","-0.79348007"," 0.12940053","-0.06023895","-0.16413158","-1.49888370"," 1.17806418","-0.27287885"," 0.19884667"," 2.53869231"," 1.34726760"," 3.59891177"," 0.36446993"," 0.92940400"," 0.53606665"," 1.18235433"," 0.24905004","-2.33668799","-1.02785490","-1.24552995","-1.89349560","-0.58938079"," 2.18501269","-1.22992122","-1.84914636","-0.68183893","-0.99511074"," 0.82640092"," 0.32367997"," 1.63525127"," 2.54154142"," 0.15658746"," 0.37373550","-0.72663757","-0.70347189"," 2.59006244"," 0.38138007","-1.28969187","-0.95821602","-1.93201427","-1.98247197","-1.54227313","-2.64282543"," 0.47616254","-1.75756596","-0.12903438","-2.41743430"," 5.27004873"," 0.16438058","-0.24308175"," 4.65480737","-0.89748300","-0.43204541","-0.32829109","-0.76369481","-0.95418242"," 0.71684462"," 0.60078518"," 0.25346149"," 1.66943866","-0.50105654","-1.48257441"," 1.00732962"
"OA"," 1.133336058","-1.626232291"," 3.240410301","-0.536297246"," 1.367329779","-0.698797909"," 1.544301299","-1.146473804","-0.005531527","-1.348474451"," 0.377177965"," 0.554166392"," 1.159869050","-0.664433320","-1.521252077","-0.564132077"," 1.218294576"," 0.191992723"," 0.336626672","-0.001973327"," 1.600685870","-1.847752910","-1.812188241","-0.586435023","-0.366709911"," 1.718878111","-0.062395929","-0.559795806"," 0.088309278"," 1.827636348","-1.323297448"," 0.347243567"," 3.966405113","-0.974518429"," 1.564678846"," 0.344096429","-0.644541942"," 1.242794372","-1.027397017"," 4.570331269"," 0.465618635","-1.177234208"," 0.027454806","-3.841313092"," 3.079625279"," 0.325687977"," 1.693091560"," 4.123989865"," 4.313355127","-5.998511064"," 0.509309198"," 2.241088153","-4.900479793","-0.930796535","-1.950937592"," 1.076527442","-0.117182572","-1.413804125","-5.427755508","-1.827184402","-1.379024819","-3.474169071"," 0.846471272","-0.269018416"," 0.128203302"," 0.795928491"," 1.537891962"
"OA","-1.491794972","-2.251633276"," 0.726157182"," 0.338852483"," 0.342564254","-0.903612807","-0.112289061","-2.044622502","-0.462096357","-2.288539619"," 0.816567313","-0.001627807"," 0.083448405"," 0.908753580","-0.144727280"," 3.545943247"," 0.065663885"," 0.982888325"," 0.109168848"," 1.511308216"," 0.212453818","-2.880185204","-0.943338323","-1.733636669"," 3.054796877","-0.652993227","-0.455339633","-1.388182770","-0.659499636","-0.382000990","-1.984014157"," 0.431867522"," 6.088098817"," 2.568092161"," 1.731834153"," 0.494557353"," 0.320795085"," 0.523201383","-1.942234134"," 2.763007640","-1.447480639","-1.786113923"," 1.950764035"," 2.337343669"," 1.467485936"," 1.576014840"," 1.797523346"," 2.651168448"," 2.243454786"," 2.321278832"," 2.448542337"," 0.878297780"," 2.094862569","-1.636567951"," 0.794915496"," 2.052539715","-1.199787592"," 1.967413218"," 3.132343932"," 4.710416988","-0.178436030"," 3.384923690","-1.137184746","-0.192940967","-0.336022893"," 1.039470293","-2.048427897"
"OA"," 2.50488570"," 6.00111154"," 0.38069561","-1.00429674"," 1.85368530"," 2.40277461"," 1.63710280"," 1.71330306"," 2.30580271"," 4.79625051"," 0.39042668"," 1.01785113"," 1.84552453"," 1.08297268"," 1.34306441"," 0.07910977"," 1.66611998"," 0.48516107"," 2.27018979"," 0.75017026"," 1.36445502"," 5.50052570"," 2.56624986"," 4.51034607"," 3.34410965"," 2.37625590"," 0.81359061"," 3.37089909"," 3.78994758"," 2.31048404"," 6.01735211"," 0.35949062"," 0.79908576"," 1.87121449"," 0.24331865","-0.25557432","-1.40716019","-1.60376693"," 1.31383326","-1.60854983","-0.92844727","-0.62818912","-1.36234330"," 0.40822115"," 2.47567992","-0.69611608"," 0.33651594","-3.56749018","-0.83410571"," 0.85734636","-1.45754428"," 0.07266744"," 0.79907719","-2.52079240","-0.44618386"," 0.54035259","-1.40753145"," 0.07074280"," 0.58555874"," 0.60350190","-0.28574589"," 1.45062505"," 0.56812046","-1.39930736"," 0.82691110","-1.01261838","-1.75373414"
"OA","-2.29340863"," 0.33722870","-1.34243115"," 0.55565487"," 1.89868888"," 0.66100146"," 1.78471301"," 0.76851936","-1.07321007","-0.51197767","-2.27014437","-1.48116593"," 1.86812519","-2.12268437","-2.16084784","-2.65142837"," 1.99830549"," 0.12661497"," 0.23569409","-1.10678704"," 1.89971463","-0.38118443","-1.01944704","-0.39648149","-1.86964169"," 1.18094746","-1.54394127","-1.08168149","-1.62094578","-1.68617591"," 0.53017062","-1.66106163","-3.02991683","-2.09322197","-1.52571177"," 1.14143340"," 1.29508912"," 1.71462202","-3.15747808"," 1.80670425","-2.63336504","-0.51961199","-0.90774896","-3.30523668","-2.37157800","-1.14124401","-1.70699666"," 2.09444983","-3.07401981","-0.75071814"," 0.53406313"," 0.27449277"," 0.11372645"," 0.70551196"," 1.25628893"," 0.30000263","-1.47988603"," 3.17704898"," 0.28115016"," 0.09596282"," 2.43905757","-0.30151661"," 0.34380636"," 1.78907811"," 0.63904604"," 1.44477597"," 6.53198197"
"OA"," 0.21306228","-1.26482046","-1.27769714","-1.60443012","-1.09844041"," 0.33111266","-0.81246155","-0.71359073","-1.15104578","-1.23915304"," 2.10170280","-1.84467432"," 0.58591945"," 1.03927669","-0.13598938"," 1.50713522","-0.54544593","-0.51053463","-0.19935215"," 1.06097142","-0.93249496","-1.62796267","-0.69968648","-0.79250665","-1.10944486","-0.66030577","-0.74665138","-1.40488263","-0.76620941","-0.63098064"," 0.46204269","-0.71291439"," 1.91955780"," 0.18715219"," 0.42081827"," 0.69044144"," 0.88357010"," 0.16098361"," 2.26353483"," 0.86190346","-0.67856459"," 2.20252718","-0.62824682"," 1.02024997"," 0.07950000"," 0.60129455","-0.36751196"," 0.70256728"," 0.80603302"," 0.89447730"," 0.30147482","-1.06154353"," 1.82192989","-1.20430021","-2.53708510"," 0.60432924"," 3.18391507"," 2.10277403"," 0.77673436","-0.89413679","-1.36150504","-0.11097950"," 1.18182808"," 0.05503266","-0.13165209"," 1.24697679"," 2.76409454"
"OA"," 0.709922489"," 0.643121297"," 3.741182249","-1.992884851"," 0.205514055","-1.273806162"," 0.072159411"," 0.811702352","-0.339460528","-0.008716627"," 1.030576775"," 1.943230870","-0.129099948"," 2.451212517"," 0.980688186"," 1.242835454","-0.009545551","-1.158001265","-0.385394756"," 1.356341836"," 0.881971207"," 0.871125213","-0.429720786","-0.248408106","-0.373035199","-0.300839757"," 0.416390339"," 0.514979338"," 1.057020555"," 3.024833397"," 0.562685577"," 0.765603923"," 3.648066157"," 2.721175649"," 1.210935608","-1.591996440","-1.196582298","-1.038183505"," 0.878306950"," 1.602852769"," 0.667960390","-0.603420272","-0.337139467","-0.274569927"," 2.169852360"," 0.738776578"," 2.629911400","-3.304602862"," 3.940887651"," 1.703462587","-0.099386153","-0.717448484"," 1.123566364","-1.400656978","-1.461944330"," 1.116633524"," 1.107423069"," 1.419506292"," 0.999761662"," 1.738053700","-0.534677828"," 2.677531180","-1.619857522"," 1.003109684","-2.673240512","-1.705243004"," 0.698513854"
"OA","-1.72344251","-3.15216823","-5.91303285"," 0.43722931"," 0.77604278"," 0.22513024"," 1.05105171","-2.29253756","-2.54380668","-2.72628993","-1.39963320","-1.68902091"," 1.03633287","-1.07524897","-2.30601359","-2.26407056"," 1.21328391","-1.04312565"," 0.26556181","-2.29236827"," 1.22761002","-0.34133594","-2.02408643","-2.76670717"," 1.72592916"," 0.78464388","-1.84320424","-1.47361699","-2.63023543","-1.12926053","-1.97771648","-1.51318167"," 0.04865769","-1.11844886","-0.56348160"," 0.82645846"," 1.03245937"," 1.52742011"," 3.02597709"," 2.98175920","-1.56986913"," 1.87697664"," 7.04806947"," 1.57452745","-0.32572347","-0.17661624","-0.67763270"," 1.67257356"," 1.68971278"," 7.36530750"," 0.44961473","-1.20480363"," 6.44059650","-0.75619215"," 0.02296219"," 7.65318320"," 0.65582718"," 0.86990275"," 8.44035450"," 7.98038458"," 4.37422001"," 7.81428497"," 1.00709432"," 0.55134199"," 1.02394556"," 3.12411824"," 4.57026527"
"OA","-0.71099851"," 4.67071146"," 1.08082629","-0.57990809","-0.18783381"," 0.34908435"," 0.14529420","-0.65421193","-0.15066328"," 3.43171346","-0.96653453"," 0.64491437","-0.10893574","-1.29694519","-0.76252160","-0.68863784","-0.14951134","-1.66382948","-0.27517157","-1.69562044"," 0.03893783"," 4.13579169"," 0.11651152"," 4.44742337"," 0.96751692","-0.86963563"," 0.12551287"," 2.32722366"," 2.47392587"," 1.79191167"," 5.38364775","-0.79811911","-0.32893149","-0.89183503","-1.64461466"," 0.21914147"," 1.66431000"," 1.22882542","-0.40967180","-1.24541045","-2.15073469","-2.22382226","-1.13758358","-1.19057906"," 2.21987975","-1.46732898"," 0.39078220"," 0.24180192"," 0.87532279","-1.23398600","-1.49286723","-1.02042361","-1.50774176","-1.65998208","-2.24202795","-0.09153945","-0.47554469","-0.46443883","-1.93278574","-0.98763352","-1.68785634","-2.58724348","-0.24881044","-0.07459142"," 1.24663838"," 1.63720605","-3.04766783"
"OA","-2.55337008","-0.73538241","-1.80909454","-0.20789324"," 1.19925692"," 1.53016683"," 1.15742394"," 2.56178987","-2.52514861","-0.30146352","-2.36417185","-0.45985693"," 0.77131608","-2.44975442","-1.24615919","-2.29022296"," 0.85043651"," 0.18691255","-0.42855224","-2.72917175"," 0.76110705","-1.16568168","-0.61739449","-0.24059593","-1.88923511"," 1.42186568","-2.98343265","-0.49987311","-1.10863950","-1.04457501"," 0.01610363","-0.92659140","-2.23542356","-2.39720194","-1.65853158","-2.36344505","-1.41829144"," 0.15479102","-2.02079922","-0.32801803"," 1.10721335"," 2.74255353","-0.05519929","-2.21260879","-0.90235513","-1.50722940","-1.35392430"," 3.09843346"," 0.30736326","-0.96225663","-0.89072223","-1.84131566","-2.04423836"," 1.04692599","-1.00527153","-2.86136843","-2.07503816"," 0.04858204","-0.41195214","-2.78826719"," 3.59718084","-1.25837981"," 0.59060592"," 0.64758096"," 1.01959838","-0.36069810"," 7.07265276"
"OA"," 0.43345823"," 0.79828506","-1.21090808"," 0.42810745"," 0.11410895"," 0.49928932"," 0.01328431","-0.52669760","-0.68675557"," 0.47871489"," 1.81687125","-1.49709534"," 0.45119553"," 0.33649794","-1.40313266"," 0.93472305"," 0.20307784"," 0.43532425"," 0.44282087","-1.16471001"," 0.09031694"," 0.87855482"," 0.84131331"," 0.63072897","-1.11979431","-0.79717887","-0.26835901","-0.01140871","-0.40406853"," 0.43543664"," 0.71220462","-0.57792510"," 2.83951346","-1.48554332"," 0.78898071"," 1.06325984"," 2.04942464"," 0.01928337","-0.75481821"," 1.68072702"," 0.42523276","-1.75134711","-1.05016891","-1.12508450","-0.04551341"," 0.31244265","-1.63022964","-2.35065732","-0.50777851","-0.57788154"," 0.42116550","-0.09920478"," 1.29492876"," 3.48367557"," 6.41209762"," 1.44522839","-0.58383427","-0.37213468","-0.42180605"," 0.30221811","-0.15362403"," 0.79634894","-0.88679945","-1.01880061"," 0.74681098"," 0.66166128"," 1.54236514"
"OA","-0.86973568","-1.01359709","-0.66113188","-0.84346800","-0.36963976","-1.14494600","-0.27537370","-0.84990680"," 0.73472682","-1.72525074","-0.04197328","-1.31832984","-0.20283498","-0.32403119","-0.36183682"," 0.12780985","-0.01358395","-0.05749431","-0.34117701","-0.93237452","-0.21670132","-0.62038710","-1.47778472","-0.68303888","-2.06228708","-0.04494622"," 1.43378698","-0.79489000","-0.63703633","-1.70829360","-0.93245555"," 1.45033389"," 3.42385338","-0.85997257","-1.25871621"," 0.56450265"," 0.65468081"," 1.32010629","-0.75936947","-1.94316709","-0.62297509"," 0.68401661"," 3.76880261","-1.34400990"," 2.47773917"," 0.12310311","-0.89365990"," 0.46038751","-1.27265495"," 3.39082065","-2.16814066"," 0.93365669"," 3.61783552","-0.61061370","-0.27898405"," 3.59311970","-0.85008101","-0.87972978"," 3.75634317"," 3.77923023"," 1.02073758"," 3.07059656"," 0.80116003"," 0.20966107","-1.42336271","-0.05650425","-0.90088529"
"OA"," 2.64123416"," 3.72501250"," 1.19803786"," 0.06256365"," 1.08883193"," 2.98674091"," 0.70585127"," 2.35953747"," 1.24147102"," 4.37869252"," 1.00298739"," 1.82897696"," 0.94265284"," 0.51071253"," 1.12704003"," 0.44772698"," 0.45677697","-0.28042348"," 1.76861659","-0.66182124"," 0.25030873"," 3.84022276","-0.16059943"," 0.82046987"," 1.81947440"," 1.48153895"," 1.24851796"," 3.03743807"," 3.10064430"," 0.97850671"," 4.57303082"," 0.21347323"," 1.83345138"," 0.06043423","-0.22396762"," 0.39167131","-0.68143388","-0.27125777","-1.68497004","-1.62997914"," 0.49240377"," 3.23483143","-1.82039464","-2.08415508","-0.77851265","-2.40727284","-0.93399365","-2.88386254","-0.53768522","-1.24606480","-1.77579187","-2.40976277","-1.65148506","-2.46835769","-1.96321733","-2.28927484","-1.28816319","-0.31005480","-2.42402784","-1.80364564","-2.40996693","-2.51785698"," 0.02533768","-0.32545026"," 0.84751183","-0.28078650","-2.08761825"
"OA","-2.22321651"," 0.37515964","-1.26654717","-0.15088107"," 1.05531045"," 1.08869245"," 0.92955614"," 2.52709990","-2.21501405"," 0.05112262","-2.03913286","-1.08533935"," 0.77466849","-1.77329243","-1.02716959","-2.00981628"," 0.62724802","-0.37491782","-0.01058607","-2.05119560"," 0.58791999","-0.73325212","-0.44129721"," 0.39930830","-0.67335861"," 2.01384689","-1.53570440","-0.27997913","-0.99798915","-0.09254334"," 0.26639514","-0.86349434","-2.86590254","-1.19620273","-0.19966566","-1.79301186","-0.62260002","-1.47846643","-1.93358893"," 0.65016412","-0.36843424"," 5.72039347","-0.32173121","-1.75576112","-2.42971708","-1.36267487","-0.39082372"," 2.21417475"," 1.85365258","-0.86548055","-0.38785051","-1.05355182","-1.73875256"," 1.08925483","-0.21880918","-2.26297190","-1.40777721","-0.09301205","-0.52117568","-2.63804294"," 2.41000764","-0.74639218"," 0.25054773"," 0.85136451","-1.02548964"," 1.35375291"," 7.53279409"
